Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
ff89d41374fcac8260f852f76f0a7bd3fa20ba8a835ce6002bbd44e274540ab3,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.276362,52.645186,On or near A1024,E01026828,Norwich 002A,Suspect charged
410d4ef7fc0a8f8be45ed75667e5d603664a5dc3e1838cf39fa35e649ee63047,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.297301,52.617713,On or near HALL ROAD,E01026816,Norwich 013A,Investigation complete; no suspect identified
349e56b654e672cd2389dd05f7a881557e34fac3afe0d5fd86fe75b3f562c141,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.257170,52.799710,On or near MILLGATE,E01026503,Broadland 001E,Investigation complete; no suspect identified
d7eb4317c16705f0a8241c4187c262e5c5c0b30452233b02c397228ad5d25b38,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.234734,52.634288,On or near WARING ROAD,E01026796,Norwich 005F,Investigation complete; no suspect identified
8f7633fb76ca42814df012a3374729742678f68c5cd03536640585b4fd7a5c71,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.934364,52.683787,On or near ST HILDA ROAD,E01026428,Breckland 003A,Investigation complete; no suspect identified
323162f6cdc9080e04f4d179d0362bd4c0a57ea3ed87b7509f09df992de9fb42,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.047639,52.887385,On or near LETHERINGSETT ROAD,E01026739,North Norfolk 002A,Investigation complete; no suspect identified
a6cd141b7b096c61550fc07e52c6942952cb2e16fcb6cab02d1360cb6844abe2,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.735962,52.604055,On or near STANDARD ROAD,E01026626,Great Yarmouth 006E,Investigation complete; no suspect identified
6d95fb3742c9451363109f72aae26e378a82cac00bf208f6d04e1071fb99d0ea,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.487168,52.936076,On or near CRESCENT LANE,E01026680,King's Lynn and West Norfolk 001A,Investigation complete; no suspect identified
3cd848c16a6ad79be562d936860ef294d72f44556932d41118252b9135d511ff,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.720014,52.675337,On or near SCRATBY CRESCENT,E01026628,Great Yarmouth 001E,Investigation complete; no suspect identified
fcd79137a1a5697d4911bfdb67e11f5289c21114d1eadff3658be251a4ad723e,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.310130,52.622841,On or near CARROW ROAD,E01033441,Norwich 014D,Investigation complete; no suspect identified
33e0c60f7f3c7aa711a229bc91adfbb4ca49a1a6b423b7dc9d0798ec28efb72e,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.981211,52.708282,On or near FARROW CLOSE,E01026461,Breckland 001C,Investigation complete; no suspect identified
df379e7ade524da66bf39b533f5a7bc4514ca2f4038005a3de6ceafc9543b66b,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.731741,52.593683,On or near COPPERFIELD AVENUE,E01026622,Great Yarmouth 006A,Investigation complete; no suspect identified
14f4b9c5bfd7cc4f2520537549b66c1fa14a96e0c1df47df9a43529aee517a99,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.731741,52.593683,On or near COPPERFIELD AVENUE,E01026622,Great Yarmouth 006A,Investigation complete; no suspect identified
d66929cdd4bc502741a8ebfd243b717dbd6680f7cb17599416d68344dacd5278,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.943616,52.683188,On or near PARK ROAD,E01026429,Breckland 003B,Investigation complete; no suspect identified
83721c7c9df68017799a77021ac7c417eec15e8f1418ce0b3efb40e15cd45823,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.726744,52.606154,On or near Parking Area,E01026623,Great Yarmouth 006B,Investigation complete; no suspect identified
6eb31dd5ea786137f9f772a0d45bdc49ad53ded88aee7f93fafba04bfae8e294,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.193728,52.396003,On or near BEECH WAY,E01026887,South Norfolk 014D,Investigation complete; no suspect identified
310e1d3329f4f93593282662fee45eb8bb86718537b0e0f536adbec46d7ff70f,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.728232,52.569076,On or near CLARENCE ROAD,E01026611,Great Yarmouth 010B,Investigation complete; no suspect identified
22ae62b23527f363451f2cdec6d961237a819e662d9bce3c97a2c30b98ca7c6d,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.450065,52.630663,On or near CHURCH ROAD,E01026507,Broadland 014D,Investigation complete; no suspect identified
9edd79d28185ac00dbd05ebec06eecc1c76ba00298000fc54dfc82fbb67e85a3,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.233322,52.634183,On or near CALTHORPE ROAD,E01026796,Norwich 005F,Investigation complete; no suspect identified
8a8f08374efa4014e7547cb097492bf119c442911fe19d8271f7248245eacd03,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.089287,52.900814,On or near Holt Police Station,E01026743,North Norfolk 004C,Investigation complete; no suspect identified
fbec3d66faf19cff041bd9c63f5a8b6e8556c22e959eee32327a4fa37a871ee8,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.239342,52.370630,On or near CHURCH ROAD,E01026935,South Norfolk 014F,Investigation complete; no suspect identified
1c83d6647b8e23bcd58dea3b5940d94b1c26d67edb8a5f804853686c3213b2a7,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.119785,52.567118,On or near VALLEY SIDE,E01026884,South Norfolk 007A,Investigation complete; no suspect identified
59865c0307110053ff86c25b94b37d69b23664749c75b72fd9d721820260ed49,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.014789,52.517401,On or near Petrol Station,E01026449,Breckland 011D,Investigation complete; no suspect identified
d4e865876203c0a0b56016759afe6b20470bcc928f28c82a71521efab7ba4c0b,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.729874,52.615149,On or near BELVIDERE ROAD,E01026595,Great Yarmouth 005A,Investigation complete; no suspect identified
da52e97d90f1cb25291fa23020c3befd6d4a9965435e06be7ffebea2458890d7,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.414212,52.709815,On or near BLICK CLOSE,E01026723,King's Lynn and West Norfolk 014D,Investigation complete; no suspect identified
b50c2e772afb12c1bcb55e6d2410d47c65fa3c881defb3a23b211b908a1ca8a2,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.941318,52.681357,On or near Supermarket,E01026426,Breckland 005B,Investigation complete; no suspect identified
961c13c1dba72a974f4eccf10dcf9bae655562290973bf82f83022ea311c7438,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.300710,52.932400,On or near JETTY CLIFF,E01026734,North Norfolk 003A,Investigation complete; no suspect identified
29f68cd73925cf1a9a21ba253920588e061b54abbc543eae530b785be5273a5e,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.938486,52.679728,On or near ST WITHBURGA LANE,E01026425,Breckland 005A,Investigation complete; no suspect identified
1a5d91cc3cb8b5f9e835f9b9cb0e087346be3a68616128abea1d461bf1fc896c,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.401007,52.757532,On or near AUSTIN FIELDS,E01026698,King's Lynn and West Norfolk 011A,Investigation complete; no suspect identified
8ad1e5500e5bf17adfd6857e2c89f79afa1cb9fe01163a54850223f112176395,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.279121,52.634038,On or near PORTWAY PLACE,E01026824,Norwich 007C,Investigation complete; no suspect identified
d73b218e870f1d8e11a2cbc803529d8ae210b8be051f6c70d20efe96ae312a1d,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.279121,52.634038,On or near PORTWAY PLACE,E01026824,Norwich 007C,Investigation complete; no suspect identified
7ef2d222a93ff83762074f0e4f23a6849c7c61ad8a28fa230672a9e96584596b,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.280139,52.648625,On or near GLENMORE GARDENS,E01026834,Norwich 002G,Investigation complete; no suspect identified
2dd75b17cc1bb1c563afc941e0545da77670173839a7216abee2b2573184db77,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.117750,52.565481,On or near Parking Area,E01026884,South Norfolk 007A,Investigation complete; no suspect identified
f52874858e43dea496f750651f9f2a8cd59a63277103158d9e058a96690322a6,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.297025,52.633100,On or near FYE BRIDGE STREET,E01026823,Norwich 007B,Investigation complete; no suspect identified
fcc443858d564545e236c3f729759069cef0ac550126b01163fa2e8a79662b28,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.711523,52.565428,On or near EDINBURGH AVENUE,E01026617,Great Yarmouth 011A,Investigation complete; no suspect identified
23b78f46f83bd33efeeface4414d83206087333f7b7be268132f76ed42325896,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.225351,52.641370,On or near NOTYKIN STREET,E01026791,Norwich 005A,Investigation complete; no suspect identified
aa64cfc525e96686b258240975487186aca3c5e399120c622a22818306e435dc,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.258322,52.539352,On or near CHRISTOPHER CLOSE,E01026919,South Norfolk 009D,Investigation complete; no suspect identified
3e6859997ea005682910a1d486317c88a891bed89397bfa58eaf81a90b2f063d,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.860536,52.571412,On or near HARRIS ROAD,E01033041,Breckland 010G,Investigation complete; no suspect identified
80119ffbfabe0c7bfb502306453646f000ef6cc0a1516a843b98bc9b9a0c883a,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.736086,52.607937,On or near Nightclub,E01026623,Great Yarmouth 006B,Investigation complete; no suspect identified
49a5acba620e41ec52dbe8d95d6651815db56f4b168e54359a99407ecb9d5e68,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.369452,52.573617,On or near FRAMINGHAM EARL ROAD,E01026926,South Norfolk 006C,Investigation complete; no suspect identified
cb35ae801025ddfb861a7ee2b700b8dbaa8a951db452a4af63e2e5c1687c1593,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.935386,52.686675,On or near SANDY LANE EAST,E01026428,Breckland 003A,Investigation complete; no suspect identified
218afd3953a3f037d828f0412077ca19e76398bcce3e8620b806e02d39e00a83,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.220209,52.684368,On or near ST PAUL'S ROAD SOUTH,E01026721,King's Lynn and West Norfolk 013E,Investigation complete; no suspect identified
12e8a17b5d6194331016647a1ebf143832c93be9719aadfb208406c429d9312a,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.023168,52.516621,On or near Sports/Recreation Area,E01026423,Breckland 011B,Investigation complete; no suspect identified
1c27a0ef14acb708ccdb09edddc6b7677be09c674d7dc95716c955861b0d2385,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.372417,52.853678,On or near Sports/Recreation Area,E01026738,North Norfolk 007A,Investigation complete; no suspect identified
98e9da8affba4653785f09ccd18a6b8cca6c1ae1362cf33b371a62d130ea13ab,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.480739,52.909541,On or near LEASIDE,E01026678,King's Lynn and West Norfolk 003C,Investigation complete; no suspect identified
59f2830da15952840276aaff64ce21b06cbf705aa09ca491975794032c4f626b,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.229352,52.645704,On or near GURNEY ROAD,E01026916,South Norfolk 001A,Investigation complete; no suspect identified
f0e635ff284a3586006d7c18795512741a446a63abe5931f9b1fca0bacbcbff8,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.732799,52.605603,On or near NELSON ROAD CENTRAL,E01026623,Great Yarmouth 006B,Investigation complete; no suspect identified
6e963c004d6089f6190833d18c4d04ddfd9c605e2bc63ee75473f9d6acba9f2b,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.248941,52.622414,On or near MARSH ROAD,E01026659,King's Lynn and West Norfolk 016A,Investigation complete; no suspect identified
e582224bb960f503407957f62f2c83cbe48c112721f3ebbe5d8a5f8081cea452,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.231946,52.605909,On or near DRAGONFLY LANE,E01026881,South Norfolk 002A,Investigation complete; no suspect identified
f32658fffc6f08e0be2014ede5acd6ddb7cc15f7b8a3055b6a31fe6ca69fed3e,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.736984,52.625916,On or near BYRON ROAD,E01026641,Great Yarmouth 004D,Investigation complete; no suspect identified
51fa3e9da988b2c5c8765d31d6c27f983a26e2924fde4ff290731b5f185f0b93,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.715677,52.579977,On or near LIME WAY,E01026604,Great Yarmouth 009D,Investigation complete; no suspect identified
f984c421eb1faa276be4ce0d7b1e970a6bccef23ebe33426c630b35b574008d7,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.475405,52.531310,On or near CEDAR DRIVE,E01026912,South Norfolk 008D,Investigation complete; no suspect identified
a70858b851dd5fa2508abdd8705e0ec253d19e330e00dfb0a65596b4d8bffee7,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.120327,52.375040,On or near FISHER ROAD,E01033539,South Norfolk 015G,Investigation complete; no suspect identified
f953af21f4ff69bf871a039036c0945aee1d785db255bf064c7f441e19a0d397,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.292503,52.609905,On or near BARRETT ROAD,E01026818,Norwich 013C,Investigation complete; no suspect identified
87dd50d109b31b9a0b79d26e32e828cdc9fac976c7b3153fb37670f355cd9d9d,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.225029,52.638402,On or near KERVILLE STREET,E01033436,Norwich 005H,Investigation complete; no suspect identified
4da65451d62557c4d9e0979e03100e6165a1100d15ec10c384ed9741b3b0074d,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.709817,52.573541,On or near CHRIST CHURCH ROAD,E01026620,Great Yarmouth 011D,Investigation complete; no suspect identified
20a773d0e66b81e1c9e444613818235746b59b11cfa056a4857136c990e01534,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.278811,52.625952,On or near Sports/Recreation Area,E01026835,Norwich 009A,Investigation complete; no suspect identified
525cde467ba1c8f3be063483588c6bd20a8aca8dc5e007fdb62732d6021a79f2,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.292488,52.632912,On or near DUKE STREET,E01026823,Norwich 007B,Investigation complete; no suspect identified
077c8af4fb3815b312945b6147d9aefeee4a60ec7132d679eb0c7e7da042f46f,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.132635,52.889831,On or near CHAPEL LANE,E01026733,North Norfolk 006C,Investigation complete; no suspect identified
9623451bdf8078c830ca4f850e41e0c409747fe79b26c117e0c0a30d7a3136f0,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.224951,52.638953,On or near NORTRIDGE ROAD,E01033436,Norwich 005H,Investigation complete; no suspect identified
0a94d6c8dc7674676e5d84295bd397050f0cc00c16ace5a30807a56216ee358a,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.397189,52.754130,On or near Shopping Area,E01026699,King's Lynn and West Norfolk 011B,Investigation complete; no suspect identified
13865687326e60bdac8c116d1a95599f3da1b5f555e64635f2df1b3273fc6f31,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.726833,52.584069,On or near AVENUE ROAD,E01026601,Great Yarmouth 009A,Investigation complete; no suspect identified
9f8a635c2e359acf24f63ab9bfe5cce41337f40142685f2e207aee978c90f65d,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.305389,52.623073,On or near WHERRY ROAD,E01033441,Norwich 014D,Investigation complete; no suspect identified
b465d36cf4e58b15ceb29b5917aa6a08e9db7ba99e1dd28d87bb213ca0f30570,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.810165,52.676825,On or near KIRKHAMS MEADOW,E01026453,Breckland 004C,Investigation complete; no suspect identified
25633e267c637284858db87a0d24379b3768c80c1c472f513be9612afe94c876,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.221052,52.618086,On or near Hospital,E01026883,South Norfolk 002C,Investigation complete; no suspect identified
c9152f07d22674884e9feaacb0ab95b37ab1764e60b8cc47ccb4376ef52b846e,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.295376,52.653040,On or near PEMBREY CLOSE,E01026801,Norwich 001E,Investigation complete; no suspect identified
bc8a3da327a9bceefac86720a52c3046d76585e69e736d364798ce3ab04fea6e,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.933427,52.436811,On or near FOX GROVE,E01026439,Breckland 014A,Investigation complete; no suspect identified
7e16845a4fb19b540c5ce8b394b7862250e20f25dbf7183f85e459a0db8b7fc2,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.069474,52.839331,On or near CORPUSTY ROAD,E01026730,North Norfolk 008B,Investigation complete; no suspect identified
e0eb787f2ef2e4eaabfefc3910fb4c8d21f2fa44f03347a4fb7a43530f7b9984,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.218016,52.884272,On or near THE STREET,E01026732,North Norfolk 006B,Investigation complete; no suspect identified
de8474259d2cf32062d79f7f30178be50feaa25651291b4542a90c408dca9440,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.666381,52.965323,On or near THE CLOSE,E01026645,King's Lynn and West Norfolk 002A,Investigation complete; no suspect identified
62d7cfe22fbe2eb4ccf6514fbe2d963a7fefdb9953bdc48cf8ae75daa4377bce,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.396215,52.604770,On or near LOWRY WAY,E01033036,King's Lynn and West Norfolk 017E,Investigation complete; no suspect identified
4be0619453287564c2dea6e34b08f72cb93f85f3734f0491b922a768d857276c,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.278392,52.643663,On or near HAVERS ROAD,E01026829,Norwich 002B,Investigation complete; no suspect identified
9a1e2e548589b0cb83c2421150830c2677f369723ba28d608b3f534c5861691f,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.721636,52.404450,On or near Shopping Area,E01026478,Breckland 017E,Investigation complete; no suspect identified
dd6812a4306bf7cca1c4488418bd1fbd835b6c63e39f38a95778ef75611d9d26,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.281538,52.636516,On or near RUSSELL STREET,E01026827,Norwich 007F,Investigation complete; no suspect identified
5517c97703bd487b98db8df29a9c28aea3b5185e95ef3475e600a2f4b1cf7a26,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.117116,52.643235,On or near THE STREET,E01026896,South Norfolk 002E,Investigation complete; no suspect identified
9c541b7ae6e4ebad5f2203abeacb4030e19b51a1ec1e305c21aac4d3165d23b0,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.219322,52.599721,On or near PINFOLD ROAD,E01026715,King's Lynn and West Norfolk 016D,Investigation complete; no suspect identified
77c4f756827887782cf54f50b6054cda8a4a3a44ae847df846a786675c7ebe2c,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.424829,52.760806,On or near WOOTTON ROAD,E01026693,King's Lynn and West Norfolk 009D,Investigation complete; no suspect identified
e992f26cdbecb37c42547ea3d4fc06b85e65ace9fd3875d533b6725fb5134ce8,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.249229,52.623441,On or near IVORY ROAD,E01026858,Norwich 010A,Investigation complete; no suspect identified
9363756081506946b3d2f5899e71e0362bee23af96b375e5cad77ce17c3b92d4,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.289589,52.637426,On or near EBENEZER PLACE,E01026826,Norwich 007E,Investigation complete; no suspect identified
160e5dd4c40dd91d683a253c8540513e485067b89996d6d65098d21e2b5c24fe,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.093516,52.909445,On or near HENDRIE ROAD,E01026742,North Norfolk 004B,Investigation complete; no suspect identified
33090b7bc3b91edfeb731ac29aca9375feab85696176fded6737a04b4e353272,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.010059,52.615654,On or near THE LINGS,E01026484,Breckland 006D,Investigation complete; no suspect identified
bb8efe86eaa724ac369bf0e578c80a2ede25b1ebe1f78cd0f98f0039cf2d5d94,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.631556,52.685702,On or near Sports/Recreation Area,E01026636,Great Yarmouth 002C,Investigation complete; no suspect identified
57122863cc3ada0d54e13daeef7c23e43e3c2daac6395722af63e4cf6544930c,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.138231,52.582368,On or near LABURNUM CLOSE,E01026933,South Norfolk 007C,Investigation complete; no suspect identified
4be772e58104ef20d7a1740fbc4c46a39f3c6fce1e533c6a33b6f758f56a3f9f,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.438486,52.790621,On or near PRIORY ROAD,E01026691,King's Lynn and West Norfolk 005A,Investigation complete; no suspect identified
e4b300e27e46b67160b2e49573562133fdc005a1ea9ca3d0263d0c82ee0a713c,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.257207,52.652837,On or near HELLESDON PARK ROAD,E01026529,Broadland 010D,Investigation complete; no suspect identified
ef2b6b33fd390f9708b33792e3cd2a6aea2fb31f5ca3b2454397fa470af8677c,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.494893,52.774638,On or near WAYFORD ROAD,E01026776,North Norfolk 013C,Investigation complete; no suspect identified
99886ea1fb3fc476570126d110110f388f068b004d1a4d120332430cf2c59bb4,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.302641,52.628968,On or near PRINCE OF WALES ROAD,E01033438,Norwich 014A,Investigation complete; no suspect identified
bdc34446a48fc93f2899d14c40998c6d3fe7bb095c5670c78724a05b8749880b,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.334883,52.650791,On or near Shopping Area,E01026558,Broadland 013B,Investigation complete; no suspect identified
a4ed6cdcd8307d777a4899a35ef8d00c88cd3c229f6df8dfd40e61bf467d3f3f,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.280363,52.657738,On or near ROSALIE CLOSE,E01026530,Broadland 011A,Investigation complete; no suspect identified
6eca9c9014031d50f8369ad478a6fd0bf2e8cdac9e27eefb50c4e0c000eda166,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.306355,52.663877,On or near BILLING CLOSE,E01026543,Broadland 009D,Investigation complete; no suspect identified
284511d1a22ced7772469cfc69464029a1d24d43915607944df58866e5118297,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.280363,52.657738,On or near ROSALIE CLOSE,E01026530,Broadland 011A,Investigation complete; no suspect identified
43cf7bf7788f30aed8cf86d53aaaccd594b460471f8030955cfb382265aa3073,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.733412,52.409889,On or near ST MARTIN'S WAY,E01026476,Breckland 017C,Investigation complete; no suspect identified
282a24715737a3f9fd15d32a2f91019747a89c64b6df5650f4b6878cc4a84cf4,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.249995,52.789457,On or near HUNGATE STREET,E01026499,Broadland 001A,Investigation complete; no suspect identified
56233b248dd30cbd461bc8873f616fb1bfffbb022f21573b09a23a8b20343e1c,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.494205,52.909646,On or near NEW ROW,E01026676,King's Lynn and West Norfolk 003A,Investigation complete; no suspect identified
51f720af8773c628d207a0b1bfc2a075aa3a9ede3c02c9ef82d8e2045fa3d4ea,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.304699,52.628623,On or near Parking Area,E01033438,Norwich 014A,Investigation complete; no suspect identified
3dfb890b677aef5fa830dd98303b7e52efc77d0359a89dcb2b0de9a87b8d7f42,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.622330,52.699935,On or near ROCHFORD ROAD,E01026637,Great Yarmouth 002D,Investigation complete; no suspect identified
51f244f765580d94d5f4d9b6fd70816133fc07acc4764b81d969410d638e7aea,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.334883,52.650791,On or near Shopping Area,E01026558,Broadland 013B,Investigation complete; no suspect identified
f0d2bd4434972b7318c199b6b5dc0930fdf0dd2817bb6ff2d3777bb621e3dda9,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.107319,52.478682,On or near THE TURNPIKE,E01026877,South Norfolk 011A,Investigation complete; no suspect identified
6307c7a43eae1a20e40bc9cdf2520f862f7e143f951221d92e4f766ef666e681,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.730602,52.574218,On or near PIER WALK,E01026631,Great Yarmouth 010E,Investigation complete; no suspect identified
5094bf9957e4d05174da56c6ae30e458b5ccb452fe8e30686b37fa484df4f64c,2013-04,Norfolk Constabulary,Norfolk Constabulary,0.333414,52.752633,On or near STATION ROAD,E01026647,King's Lynn and West Norfolk 008A,Investigation complete; no suspect identified
dea296369532d07c50adb3ae118dc65279010363b42e6380c419c41bc072250f,2013-04,Norfolk Constabulary,Norfolk Constabulary,1.300319,52.629726,On or near Nightclub,E01033438,Norwich 014A,Investigation complete; no suspect identified
