Year,Quarter,MeasurementVar,MeasurementLevel,MeasurementType,Geography,HouseholdType,Sex,Age,CharacteristicVar,Characteristic,Estimate,StandardError,UnweightedCount
2015,2,albenl_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,No income stated or not enough information provided,6.38882915655524,1.50347264030176,5529
2015,2,albenl_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,"Under 10,000",11.8215752532154,2.98075058473218,3886
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,Detached house,12.8319751848155,1.41049170575311,8526
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,Flats/maisonettes,13.104498593428,2.08256089014802,4552
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,House,13.9838953303988,.911400623381986,28305
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,Other accommodation,0,0,100
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,Semi-detached house,12.7439937864788,1.35900345633871,10194
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,Terraced house,16.0966032068603,1.74392715805289,9585
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,depremp3,20% least deprived,10.9966163864516,1.50423524265128,6152
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,depremp3,20% most deprived,15.7801545870011,1.97017509299945,5819
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,depremp3,Deciles 3 - 8,13.697587219692,1.14165120489964,18611
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,gor,East Midlands,11.4480024712447,2.03534863308472,3126
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,gor,East of England,9.81988818835136,1.70188970570834,3956
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,gor,England,13.5997414842881,.854054713885293,30582
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,gor,London,15.3479036180945,2.2532055012732,3307
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,gor,North East,8.49379586615484,2.34115548469448,2118
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,gor,North West,10.8064408747647,1.98361471834584,3893
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,gor,South East,14.0887889609459,2.73655110341888,4316
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,gor,South West,11.9734549664372,2.56794460182756,3699
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,gor,Wales,15.9789246404318,2.96263035802498,2733
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,gor,West Midlands,12.7395124240681,2.42285406496425,3180
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,gor,Yorkshire and The Humber,25.3230951260705,3.6839945289078,2987
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,h10sec4a,Full-time students,19.9210228095991,9.53877088903008,419
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,h10sec4a,Intermediate occs,14.2967936044514,1.75162874019671,7361
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,h10sec4a,Managerial and professional occs,12.9458308291483,1.17179126349688,12672
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,h10sec4a,Never worked and long term unemployed,20.8933076318942,5.27353942384161,1005
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,h10sec4a,Not classified,4.80718891596269,4.79510257480213,281
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,h10sec4a,Routine and manual occs,13.4999553150143,1.53568596094925,11577
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Economically inactive,11.8204044594618,1.22697221733197,12802
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: long-term/temp sick/ill,27.2297460272586,6.61329154914846,1342
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: looking after family/home,23.1608039511081,5.89228643938664,916
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: other,1.59259771973212,1.59374221635751,285
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: retired,8.67096375156238,1.09997371406666,9953
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: student,11.602993780549,6.72270437396345,306
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Employed,14.9091189895866,1.12427659170877,19942
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Unemployed,13.4876094119127,5.14814979750229,524
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hrpage7,16-24,20.2534476938403,4.80397826054593,1002
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hrpage7,25-34,16.2716837464392,2.72516300794413,4215
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hrpage7,35-44,18.8672051895832,2.4855819280838,5627
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hrpage7,45-54,12.6449032507173,1.53067939510825,6545
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hrpage7,55-64,11.3571648512925,1.71150893963095,5748
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hrpage7,65-74,12.890684737096,1.81649086728555,5620
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hrpage7,75+,7.74732231405929,1.42098764691526,4558
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hrpsex,Female,15.0880298574261,1.42824845097372,13580
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,hrpsex,Male,12.8137538886839,.974334657323799,19735
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,incivgrp,High,18.9514053292129,4.58329277021833,1461
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,incivgrp,Low,13.5249557465325,.845475089887096,31496
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Constrained city dwellers,16.3222371154157,3.22973756364191,2268
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Cosmopolitans,15.4622361867604,4.65449625984044,1048
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Ethnicity central,15.6512936478415,3.88451958386239,1465
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Hard-pressed living,14.8180192143194,1.84283440321237,6612
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Multicultural metropolitans,22.3383676178969,3.36583836060094,3697
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Rural residents,12.6829876321486,2.04751364886889,4511
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Suburbanites,9.89753149226434,1.3557039819709,7359
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Urbanites,9.68186677942887,1.53180061911395,6355
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,rural3,Rural,11.9779278538891,1.41575544038596,7572
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,rural3,Urban,14.139546233964,.95924610177993,25743
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,struct4,Children,14.2571525436452,1.64813492398607,6899
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,struct4,Lone parent,21.2809675361148,4.18927801694313,1668
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,struct4,No children,13.0983311672788,.956743784722327,24748
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,tenharm,Owners,12.6216557418205,.8844318137356,21752
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,tenharm,Private rented sector,13.7421238110046,1.8433222130056,5992
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,tenharm,Renters,15.6921578306442,1.61253622910204,11422
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,tenharm,Social rented sector,18.0310150202241,2.79522332159288,5430
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,Total,Total,13.7322164625933,.82185079564368,33315
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,"10,000-19,999",12.3394978278783,1.63570357637173,6804
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,"20,000-29,999",12.7294251950797,2.01718154446873,5010
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,"30,000-39,999",12.4570142479376,2.43981629245979,3738
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,"40,000-49,999",13.5323133611584,2.59325389097536,2687
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,"50,000 or more",14.2996118077588,1.69567403957833,5656
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,No income stated or not enough information provided,11.9920874327584,2.10858538386591,5529
2015,2,albuel_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,"Under 10,000",20.3216102196017,3.12660309709305,3886
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,Detached house,6.64173515460185,1.05931523585289,8526
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,Flats/maisonettes,16.2502391747602,2.78309900679138,4552
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,House,10.7901875108841,.78648611769516,28305
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,Other accommodation,0,0,100
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,Semi-detached house,9.57396357779066,1.24256056580676,10194
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,Terraced house,15.170400742292,1.64889486120233,9585
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,depremp3,20% least deprived,7.05901178900326,1.34343873269275,6152
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,depremp3,20% most deprived,19.2635991955905,2.37032128650322,5819
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,depremp3,Deciles 3 - 8,10.4141534641555,1.00813117525038,18611
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,gor,East Midlands,13.2919933795643,2.72725725462196,3126
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,gor,East of England,10.4159863891917,2.22037662865493,3956
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,gor,England,11.5444626421108,.817605734526816,30582
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,gor,London,15.9701933884596,2.53195605952264,3307
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,gor,North East,11.3774398130881,3.05665110604242,2118
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,gor,North West,10.1281891692593,1.9637474608399,3893
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,gor,South East,8.61808824234293,1.76189212576435,4316
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,gor,South West,6.45777037060536,1.47341119328388,3699
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,gor,Wales,11.9456909742445,3.26990767438026,2733
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,gor,West Midlands,14.8977873529232,3.43061170621514,3180
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,gor,Yorkshire and The Humber,13.4490778963736,2.95954876483463,2987
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,h10sec4a,Full-time students,29.1158758618553,11.4765023219617,419
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,h10sec4a,Intermediate occs,10.246557402411,1.48912788320424,7361
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,h10sec4a,Managerial and professional occs,9.02212063691918,.96918148741868,12672
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,h10sec4a,Never worked and long term unemployed,24.1374512754791,7.32040770004053,1005
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,h10sec4a,Not classified,4.79111400836207,4.77854992874854,281
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,h10sec4a,Routine and manual occs,13.3560495756217,1.58315327708962,11577
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Economically inactive,10.5547379470063,1.19461016018479,12802
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: long-term/temp sick/ill,20.1431355601821,4.89741910775563,1342
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: looking after family/home,36.4338590413678,8.56210041115772,916
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: other,7.80207674809719,5.5007356654075,285
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: retired,5.58180864860991,.897129387707687,9953
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: student,30.4215353507393,12.8964395429842,306
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Employed,11.5874745888113,1.0185853915925,19942
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hemploy2a,Unemployed,25.2002596302254,11.6030572820143,524
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hrpage7,16-24,17.2696413907722,4.38683546785886,1002
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hrpage7,25-34,20.103944193747,3.17327625694434,4215
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hrpage7,35-44,16.3370572663153,2.25989055937143,5627
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hrpage7,45-54,11.2393005438913,1.72170166400448,6545
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hrpage7,55-64,7.4851787575161,1.27812524739008,5748
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hrpage7,65-74,6.78565813447233,1.25652669564436,5620
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hrpage7,75+,4.78630533772657,1.35552489779177,4558
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hrpsex,Female,12.9859433350844,1.35498391225009,13580
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,hrpsex,Male,10.6054417841774,.972976590135671,19735
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,incivgrp,High,25.8497003466639,6.79187471616086,1461
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,incivgrp,Low,10.92429768858,.761112783857697,31496
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Constrained city dwellers,13.3101826161921,3.18573916663925,2268
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Cosmopolitans,22.0640126128428,5.86212607446723,1048
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Ethnicity central,17.041232699937,4.00135802942051,1465
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Hard-pressed living,14.93149788933,2.17823958287879,6612
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Multicultural metropolitans,17.1127394976587,2.44799161045011,3697
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Rural residents,5.25762494735165,1.23111917511438,4511
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Suburbanites,7.02085769445952,1.16138803355799,7359
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,oa_sup11,Urbanites,8.23518864355986,1.67541236343066,6355
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,rural3,Rural,7.13687872040131,1.63366571528237,7572
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,rural3,Urban,12.5953913765673,.89914611531096,25743
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,struct4,Children,13.3907373079252,1.70763414792855,6899
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,struct4,Lone parent,33.2961622307031,6.45264829725422,1668
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,struct4,No children,9.65080937605017,.862451073293191,24748
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,tenharm,Owners,8.29828685973805,.734418236637329,21752
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,tenharm,Private rented sector,16.1079869919784,2.08206942075568,5992
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,tenharm,Renters,17.0131314175608,1.76869137379976,11422
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,tenharm,Social rented sector,18.0987553226109,2.97876821408397,5430
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,Total,Total,11.5668033830737,.790362316955271,33315
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,"10,000-19,999",10.1611271223042,1.75484868399466,6804
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,"20,000-29,999",9.71615351255132,2.21648887252,5010
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,"30,000-39,999",10.4927804918623,2.00229143108546,3738
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,"40,000-49,999",10.5126124286151,2.26046222889174,2687
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,"50,000 or more",11.4937024999981,1.72346573647532,5656
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,No income stated or not enough information provided,10.5473466604528,1.99132687668132,5529
2015,2,albura_i,Household,Incidence rate,England and Wales,All households, , ,tothhin3,"Under 10,000",19.5690321879706,2.94466681603168,3886
2015,2,albure_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,Detached house,16.6246060802052,1.57337847169168,8526
2015,2,albure_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,Flats/maisonettes,20.710702129463,3.37878123383483,4552
2015,2,albure_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,House,19.5752921400932,1.14680703677457,28305
2015,2,albure_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,Other accommodation,0,0,100
2015,2,albure_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,Semi-detached house,18.0313937502649,1.69210092204232,10194
2015,2,albure_i,Household,Incidence rate,England and Wales,All households, , ,accharm3,Terraced house,23.3653246879666,2.31084147396605,9585
2015,2,albure_i,Household,Incidence rate,England and Wales,All households, , ,depremp3,20% least deprived,15.6155445645621,2.0347276665454,6152
2015,2,albure_i,Household,Incidence rate,England and Wales,All households, , ,depremp3,20% most deprived,22.4057702066457,2.46605530747223,5819
2015,2,albure_i,Household,Incidence rate,England and Wales,All households, , ,depremp3,Deciles 3 - 8,19.8344416385577,1.55797252383688,18611
