Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
2e7a9eac2c946cc0ea138625f7a6ec30c92798ae61e0967f6ac8133bd4bc00bf,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.711568,52.240879,On or near A1302,E01030091,St Edmundsbury 006A,Investigation complete; no suspect identified
1c0fe0374b9ef42302f7e521f316053d4f3084749d2e242981281ed8d9c9aa0e,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.738745,52.240692,On or near ELDRED CLOSE,E01030129,St Edmundsbury 005D,Suspect charged
28772abd0fa0f28145177ef8c4b4763ae34d7c49b01aa356b51473d2b217e770,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.742132,52.475603,On or near HERVEY STREET,E01030265,Waveney 004F,Investigation complete; no suspect identified
62942a786705d602d27c658eecb7f8d719acde83a5ec4304aabe92f7e640ccfa,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.114632,52.083203,On or near GODDARD ROAD,E01030031,Ipswich 003E,Local resolution
9b337edaed307c0b167b33fc5577179b0790c89a82cbfb9c8b2bc21e07b7df23,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.741596,52.036008,On or near CHILTON LODGE ROAD,E01029918,Babergh 007F,Suspect charged
b5e65726dee27028cdac614d633467b0f2f31478e0ec27bef5e720f11db67598,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.739644,52.456702,On or near Parking Area,E01030276,Waveney 007E,Investigation complete; no suspect identified
9c001bb9c6c582a3f7564c686023116ecd8b985b81c1ddb2fbcd27567442c5ee,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.140834,52.062810,On or near BEAUFORT STREET,E01030024,Ipswich 006C,Investigation complete; no suspect identified
c98857a8f240fa3350d74501d13f40f4bc5361919795fe6896f5db1971c6ade4,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.735527,52.482648,On or near GARDEN CLOSE,E01030263,Waveney 005B,Suspect charged
46d455e4f1b514c22d9752857bbb026ddf29ef1ab424b0d9a7869b2ed8857a26,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.139817,52.081167,On or near SHIRLEY CLOSE,E01030036,Ipswich 001E,Investigation complete; no suspect identified
279cac70647adf6e0d79cdc5e605a3f2dce5e5349df54cc4c1ad875cb37a4154,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.399228,52.254630,On or near MAT DAWSON CLOSE,E01029955,Forest Heath 006D,Local resolution
81cfce5c9cf14f319f6070aeeeeb549268b75962b6881035d922f6b0390f5063,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.439647,52.081569,On or near Supermarket,E01030113,St Edmundsbury 014E,Suspect charged
0f5d998555aeb3454aee6120a1051775552dd0abe98962bad2759d4bdc7da770,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.712845,52.483606,On or near SANDS LANE,E01030267,Waveney 003B,Suspect charged
58b525de9d517c862130ef8b560823915a34bf4b0ab12bb72c1e1d681d2afc42,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.744447,52.491396,On or near CHURCHILL CLOSE,E01030277,Waveney 002C,Suspect charged
b138237c69c1150a6b08412917e163f6030cce64d25cb999bd79394bf9c2b676,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.524592,52.335744,On or near THE STREET,E01029945,Forest Heath 003E,Investigation complete; no suspect identified
0f93437010a13d804c169b6a74f1752079a9095d33f018d0d40809f3c676b6b8,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.512534,52.343410,On or near KING STREET,E01029947,Forest Heath 004E,Suspect charged
7153d22e7a62c040d2451f661ca618c74eb2a9773e8fe61245867dd2b4b42acf,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.889777,52.353945,On or near MILL ROAD,E01030096,St Edmundsbury 001B,Suspect charged
d2533f3d874d10645b148a04299cb6cf591497307fc903c0a7a7e6c61ca2c830,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.889777,52.353945,On or near MILL ROAD,E01030096,St Edmundsbury 001B,Suspect charged
e6d4f011d7164cbf71e104b1bb04b39052ac97270634878fa97c76bc911e684b,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.563149,52.459459,On or near Bus/Coach Station,E01030225,Waveney 010C,Suspect charged
581477fa88c9dd9d78ca7162b79342b751978b027fbebdae8a816b4041bedbf3,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.429309,52.073429,On or near HOMEFIELD ROAD,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
d4c0fa2eb2a0be8f1de9f79458cfda9fe009b159b849fd6998b47249e8a61161,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.753111,52.484474,On or near Parking Area,E01030248,Waveney 004B,Investigation complete; no suspect identified
e3259bc58ba435272e856ed079efe7fd39ff4136e11280d53e886c6cd0da34b1,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.730532,52.453941,On or near Supermarket,E01030272,Waveney 012E,Investigation complete; no suspect identified
36d88856220a0dc77881db7db839928d5449b8235b24919dd2804ec77d2485ab,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.197822,52.064334,On or near MAYFIELD ROAD,E01029963,Ipswich 009A,Investigation complete; no suspect identified
8a439111d6d2ba557548843cd0f44456cd273009327a1eab3957820349bf4856,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.702283,52.240184,On or near BROOKLANDS CLOSE,E01030147,St Edmundsbury 009E,Investigation complete; no suspect identified
e621201a02aa5d84ab2f930184c0847348a79e9df5fce2e7a0a59766a8557308,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.178440,52.031626,On or near CHESAPEAKE ROAD,E01029982,Ipswich 016E,Investigation complete; no suspect identified
54f50ca2af3348b268d80ed15aa7a85c939a842d5538b2abfc9b5712bd700bc5,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.350888,51.960258,On or near BENT HILL,E01030162,Suffolk Coastal 015A,Suspect charged
af79303cf7f8a47020e3a4f709cc2da7b9be168c7e1e2d544d6075e26bd9cef6,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.144308,52.061584,On or near Parking Area,E01030024,Ipswich 006C,Investigation complete; no suspect identified
887a462c6df4fca15ce0c882b26500e191b6dc65172b5f0e4a0e39f17171f1ca,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.439067,52.085106,On or near Supermarket,E01030108,St Edmundsbury 014D,Suspect charged
d8af6829ba1901acb456d4df793b945e5e7650749c9b3bafccdd47a827dd221e,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.709911,52.247329,On or near TAVERN LANE,E01033046,St Edmundsbury 006F,Investigation complete; no suspect identified
4af7c1d50bb37b9b2643e68f4ec4770455015b0a84163f427219b85157f8a62b,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.015035,51.975226,On or near GASTON STREET,E01029882,Babergh 010C,Suspect charged as part of another case
560311069fbec031c1ea37dd70ab977c9c6341ca2967f7fc498ba179e75aaded,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.506669,52.338886,On or near OLD DAIRY COURT,E01029945,Forest Heath 003E,Suspect charged
d98afb9029feb0b76c5f0566a44b1a2e375edd5284656f0df4a395d203b4adf6,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.751062,52.483595,On or near CHURCH ROAD,E01030246,Waveney 004A,Suspect charged
ddb7ff4c397364ac74e1b56add1c07ba260b3b72fa475a920f01d64a1cd9c249,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.755086,52.481884,On or near GUN LANE,E01030247,Waveney 007A,Investigation complete; no suspect identified
c15d922aa9c848cdac547fe1da56f92091493d695a90daf9835fc12655e499d2,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.750219,52.480096,On or near CATHCART STREET,E01030249,Waveney 004C,Suspect charged
d3d99cf3f9a4f9d42b99545b5919c757a80cc95b0614021561d7a78c3e4ba2d9,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.750219,52.480096,On or near CATHCART STREET,E01030249,Waveney 004C,Investigation complete; no suspect identified
86aef46692679ab47918ddff4bd3576ba9575423894951b63fe05ee9b453206e,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.742285,52.477919,On or near SANDRINGHAM ROAD,E01030264,Waveney 004E,Investigation complete; no suspect identified
0f3f4483db42a7a2b79490915ff0c619b80cf03048149fa54f9949e557d77fe6,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.750219,52.480096,On or near CATHCART STREET,E01030249,Waveney 004C,Suspect charged
3a91c8fe0bbb5d95ba23881fcc94547180dd199e47e6fee7e62c20250a844faa,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.183594,52.047919,On or near HINES ROAD,E01029995,Ipswich 014C,Investigation complete; no suspect identified
ff1c0596e358178cbe1016d2c378c2e591b3aa54021ec74bcf590e4a23c595f7,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.184259,52.031433,On or near WORCESTER ROAD,E01029981,Ipswich 016D,Investigation complete; no suspect identified
093569f4d4b94bb20cb1a427897b78ec074e678ebd5c9e55fba5cbb17a91484a,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.756480,52.479231,On or near Sports/Recreation Area,E01030247,Waveney 007A,Investigation complete; no suspect identified
473fd35a091a926f25eaefcb2d60c6caead461142cf110f4017e7a8fcd9214d5,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.754610,52.481314,On or near Parking Area,E01030247,Waveney 007A,Investigation complete; no suspect identified
8d877df84cf566758f3b4a315ac95df289b6310dc5c7f1cf9354ff62d764b4d9,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.756032,52.482439,On or near HIGH STREET,E01030247,Waveney 007A,Suspect charged
c6c71e53f84053c23549f07ec4d15103611742e4112ff7dd1339d41e36cdeb02,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.756032,52.482439,On or near HIGH STREET,E01030247,Waveney 007A,Suspect charged
6ff13ee08fc6ef2c095cd6a7df6347409d008ee86086fde48a07b305266f98fb,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.755258,52.480970,On or near OLD MARKET STREET,E01030247,Waveney 007A,Suspect charged
fbb26d13f4379b7397c7a76c4ff6cde981eb9af9183bfd0e1966275b283402fb,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.454765,52.077775,On or near PIPERS CLOSE,E01030106,St Edmundsbury 014B,Investigation complete; no suspect identified
8ce2f20bf390bef29302554729401dd7174f429d4a4714d34e2d05d83fcb1d29,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.155483,52.055961,On or near DOGS HEAD STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
4de701e182165ccd9a78fb887685f84f84ae0ae283f25ead6485e71f4f22bed7,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.729973,52.454300,On or near STRADBROKE ROAD,E01030272,Waveney 012E,Investigation complete; no suspect identified
5bdf3b8b4f96ab067141c7cbc9498cd6e9154ef5f87f97f79da0051b1db0b8fd,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.190833,52.038567,On or near BEATTY ROAD,E01029994,Ipswich 014B,Suspect charged
f32de400f2c2e092c77cc329ea5d7a6a54198bd26a38fde51032595d1f7c7df8,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.915651,52.236704,On or near CRABTREE MEADOW,E01030050,Mid Suffolk 004C,Suspect charged
1d3a042bb0fe464580d427a797437ebe8ec761ee5d3b58b6b882cefeaba31d7a,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.152797,52.045177,On or near BRUFF ROAD,E01033122,Ipswich 012F,Suspect charged
86234cc5396e7fd2bb01b566f5da6aa7c09259efec40d63b8d984d41ab6389f1,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.744066,52.492461,On or near EUROPA ROAD,E01030277,Waveney 002C,Offender given a caution
d4f416802fad7c380e695038a287d0d6760ca8499684ff74364a7236163f66aa,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.311812,52.094552,On or near THEATRE STREET,E01030211,Suffolk Coastal 008D,Suspect charged
9f54a8880abf35f0fd5995cdb57a80d18f9753bae8513d3fd128aebff86e243d,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.136573,52.066144,On or near ALL SAINTS' ROAD,E01030022,Ipswich 006A,Investigation complete; no suspect identified
0c72e80ec0811a84125b64a664e5f4adbe080004acd5b8153879877b7e678ee1,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.153147,52.058641,On or near LLOYDS AVENUE,E01033125,Ipswich 007G,Investigation complete; no suspect identified
d1c15d6d94984e825b5e894396b95b680f1d3ead86173dfd5a328b89a032ec71,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.437252,52.083948,On or near QUEEN STREET,E01030112,St Edmundsbury 012D,Investigation complete; no suspect identified
18d90904e18011e480e2df21a02e5f3bcc4e6f2b0920fb8fd6fe9a710d6e6ed0,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.730938,52.477522,On or near QUAY VIEW BUSINESS PARK,E01030263,Waveney 005B,Investigation complete; no suspect identified
8b28c17e181a9959ccbbc1441690ae82f62145c4dc7fafb2745cbbe0de73070b,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.575854,52.446537,On or near DUKE STREET,E01030227,Waveney 010D,Local resolution
b365db5ebe852e73cbb245c738a7c390c2bb2336dcf1e53d173ed73293bb95da,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.195224,52.040832,On or near RYDAL WALK,E01029994,Ipswich 014B,Investigation complete; no suspect identified
d7e76795de189e9bf73045013429a9118cec0c2a204cd023c36b1571760c57b7,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.346927,52.120219,On or near PARKLANDS,E01030193,Suffolk Coastal 005A,Suspect charged
28772abd0fa0f28145177ef8c4b4763ae34d7c49b01aa356b51473d2b217e770,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.742132,52.475603,On or near HERVEY STREET,E01030265,Waveney 004F,Investigation complete; no suspect identified
6a77faa6ea47311038acda07fc485f0944ea1ffa6a06d2b49f4ef0613103394a,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.732313,52.039443,On or near Supermarket,E01029920,Babergh 007H,Investigation complete; no suspect identified
c885e32d553ceddd02c6f28f91923e6efdf968425095e1c13608df56011542ab,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.155467,52.059883,On or near NEALE STREET,E01030025,Ipswich 006D,Investigation complete; no suspect identified
