Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
c8df37a8d711322423de5e1d81e15a0e6810372f12d39de837e71ee6fd060ddd,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.296054,51.643481,On or near GEORGES MEAD,E01023564,Hertsmere 010B,Investigation complete; no suspect identified
976cffc211f2792f8e7b0edc44244b4c4e69ce633f39c84d7bd50dadd4eaa2b0,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.027313,51.693669,On or near FELSTEAD ROAD,E01023335,Broxbourne 012D,Investigation complete; no suspect identified
5c964a9302da0ffabae376161ae598465c5e467d19d2b689ef49a85fb5f7bdd9,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.029370,51.701940,On or near OUSDEN CLOSE,E01023299,Broxbourne 010C,Investigation complete; no suspect identified
26254c55c83c3be62991d6d4043d6758767d988ab01bedefc9d889cf1d640c90,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.023875,51.685554,On or near ELEANOR CROSS ROAD,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
4d31e4191f986febee46450c2ec4290b8ee992365f879cb4c775fc4189ed1b2e,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.034571,51.715831,On or near BELTONA GARDENS,E01023305,Broxbourne 008D,Investigation complete; no suspect identified
ddbd3256b68deae84ac5a5eb631c491bd41667c2a3ab653ab85d215ed2d3d63f,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033294,51.699209,On or near Hospital,E01023300,Broxbourne 010D,Investigation complete; no suspect identified
32b1243da15a8b37f04729ca6acd5458a8f8932b8cb467020e69dbefcd8e2ffa,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.067396,51.708201,On or near THOMPSONS CLOSE,E01023314,Broxbourne 009A,Investigation complete; no suspect identified
536c919c6a9129149fb012c28a1b2f828205139dbe2c7c34081a70cd75ddbe3a,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.056414,51.712157,On or near WELLERS GROVE,E01023325,Broxbourne 009C,Investigation complete; no suspect identified
536c919c6a9129149fb012c28a1b2f828205139dbe2c7c34081a70cd75ddbe3a,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.056414,51.712157,On or near WELLERS GROVE,E01023325,Broxbourne 009C,Investigation complete; no suspect identified
d4ed4acdbda637b40322dcfc1a1c466f339159c7916f2e8e7e8b9550f9af5f7f,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.040651,51.686024,On or near BROADLANDS CLOSE,E01023339,Broxbourne 013D,Investigation complete; no suspect identified
6d720c2f13219f428ed4ae169d5709fa649e79baf81083ead4b6121dd4399a97,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.031581,51.703344,On or near ROBERTS CLOSE,E01023299,Broxbourne 010C,Investigation complete; no suspect identified
6d720c2f13219f428ed4ae169d5709fa649e79baf81083ead4b6121dd4399a97,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.031581,51.703344,On or near ROBERTS CLOSE,E01023299,Broxbourne 010C,Investigation complete; no suspect identified
e795842256cd1fae28b313778d9c6ea9f91dcc44506bb7d280a93e59fc9f85ff,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.013151,51.684321,On or near GORDON ROAD,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
f63576bf37a6ae714a81c9251d4be85696b32beb51b4f0ea2e72d77837d8323f,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.034245,51.700970,On or near LYNTON PARADE,E01023300,Broxbourne 010D,Investigation complete; no suspect identified
c680081718adbcbf12d04906d58f89608de9a286ed0c7f57fa917310e94adb00,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.091868,51.711380,On or near THE CHASE,E01023311,Broxbourne 007A,Investigation complete; no suspect identified
0dd937b98644db2d5320b630d10cee75539776837c2ca749e1cd200a8635f508,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.055314,51.708442,On or near Pedestrian Subway,E01023326,Broxbourne 009D,Investigation complete; no suspect identified
fc29362ec4eb51a037fa77d0319b3020b485bc139bc693533545d5279b3ed9f5,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.035223,51.709142,On or near WYCLIFFE CLOSE,E01023298,Broxbourne 010B,Investigation complete; no suspect identified
11a0fd558a931dec2ef5facf29b5c67ae873c92cc3074d08bbbf06a6d134398b,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.032211,51.686494,On or near Supermarket,E01023337,Broxbourne 013B,Investigation complete; no suspect identified
e5adeb380b58658626c2e6f52819df4fe08f428b91063a155d02ca27985ec667,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.075956,51.719330,On or near LITTLE STOCK ROAD,E01023315,Broxbourne 007D,Investigation complete; no suspect identified
d82a880da8621313f3a4d60b7afc85a8a3c9889be775c7c4cbf5c2f8ceb5467c,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.041213,51.703820,On or near SANDON ROAD,E01023297,Broxbourne 010A,Investigation complete; no suspect identified
85b02974e626d35898f91a3945a8a8fcbe1fad4e520198c1130b2c44bf29a4a9,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.014917,51.686293,On or near STATION ROAD,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
845312701b6cf06266ed5e8537887f2172c950b023df56aebae175f5c196b2a8,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.032042,51.714053,On or near CARLETON ROAD,E01023304,Broxbourne 008C,Investigation complete; no suspect identified
375e939214830cba2c394431257f095f96768b452215c7eac0ff8b1153239120,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.050670,51.711756,On or near Petrol Station,E01023326,Broxbourne 009D,Investigation complete; no suspect identified
d1dd2bd8f4685583e1f9c41072aedbd3f0ad5c73f4640fc73f26660b4e6dc671,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.025353,51.702457,On or near SHALCROSS DRIVE,E01023299,Broxbourne 010C,Investigation complete; no suspect identified
20aa608786801f2cde20c7aa0bfeb3708abd016b0f352a051e64292f41afae7b,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.042072,51.702036,On or near TYFIELD CLOSE,E01023334,Broxbourne 012C,Investigation complete; no suspect identified
12f50fbfffbd0b244e1e4c800a8e85c34ac6ed3943cacf8a28a02368b7e3642f,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.040578,51.702793,On or near COLLEGE ROAD,E01023297,Broxbourne 010A,Investigation complete; no suspect identified
593f25a422cb0f3d9b94481ce302eb86a8a400b950fe66e10c5eab985e9453de,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.044276,51.708997,On or near THE MEAD,E01023310,Broxbourne 006D,Investigation complete; no suspect identified
07b0142461b55d20bb0b3dcf84a092e1f2896c5b8a8d4e378a061dde77f1167e,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033398,51.690480,On or near Supermarket,E01023332,Broxbourne 012A,Investigation complete; no suspect identified
8ad8bdfcf886df51bc2c4e1b91fd7d88aa01062437506e11491bc86f710d12e1,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.034495,51.702233,On or near TURNER'S HILL,E01023301,Broxbourne 010E,Investigation complete; no suspect identified
ef97f64c20efe52362a3c005c1a82744ed6746bacfe9dd3ba8b50793f554c56f,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.034563,51.683278,On or near LODGE CRESCENT,E01023337,Broxbourne 013B,Investigation complete; no suspect identified
d550b517fbc3f8d22fed8b6db1d425bc9fd626580ca49193432dfc48d5225d23,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.037456,51.708370,On or near Supermarket,E01023303,Broxbourne 008B,Investigation complete; no suspect identified
43e848217020f57d5c674237626184805dbb10a64af53b8083aed1d9e7daf897,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033513,51.715192,On or near BROOKFIELD GARDENS,E01023305,Broxbourne 008D,Investigation complete; no suspect identified
c43b54782cfb131932f650cd509921e05e00795a694ddb2ce0c84f08bf6cb527,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033990,51.701856,On or near Supermarket,E01023301,Broxbourne 010E,Investigation complete; no suspect identified
358873e231e15c48881c131af27a1c67f0c91aa51ee3813b145fb5f597b3e607,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033873,51.685191,On or near Parking Area,E01023337,Broxbourne 013B,Investigation complete; no suspect identified
610e550e594ebd04687c1da3bed6c9907d7862917dd20ce69f378657176e6a40,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.043072,51.700659,On or near FARM CLOSE,E01023334,Broxbourne 012C,Investigation complete; no suspect identified
610e550e594ebd04687c1da3bed6c9907d7862917dd20ce69f378657176e6a40,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.043072,51.700659,On or near FARM CLOSE,E01023334,Broxbourne 012C,Investigation complete; no suspect identified
174f00539ffc9316eea736e8fb51a94d25de36bc692f81e2a1be95b5b369ff2e,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.055397,51.698759,On or near TEMPLE CLOSE,E01023293,Broxbourne 011A,Investigation complete; no suspect identified
8a5ef02b9b5a2151295c73322ea326d6262aa03a5fa4c50538be8292d1855ba8,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.046549,51.706633,On or near BIRCHFIELD ROAD,E01023294,Broxbourne 011B,Investigation complete; no suspect identified
945209beff0fc48dfc7e29b88ff4c70502cce940fe9d5acfe2ec09e94c324075,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.045364,51.710948,On or near THE GREEN,E01023310,Broxbourne 006D,Investigation complete; no suspect identified
095bafeaf0357e7c0b22203afce179ac2e24fc38969c05a776760335b421e69b,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.024222,51.708157,On or near FIELDINGS ROAD,E01023299,Broxbourne 010C,Investigation complete; no suspect identified
da51f2e28199b5f7bb82502b22c82dd4e9ed06b5a35af4d053cb84854c6112d9,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.036240,51.703026,On or near Parking Area,E01023297,Broxbourne 010A,Investigation complete; no suspect identified
b905841eea2a545c04e6707c56dfc10799921bda690ea6f2448f28caad7814a1,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.056766,51.709348,On or near GLAMIS CLOSE,E01023326,Broxbourne 009D,Investigation complete; no suspect identified
602cf9fafd40c4231994188cee0b70c2a6841d9408ccf2152e9210cd69022e97,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.034495,51.702233,On or near TURNER'S HILL,E01023301,Broxbourne 010E,Investigation complete; no suspect identified
8a46394e907839ba54a901ccb5c164655df8fcaa11777a123f982d53107b1464,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.032804,51.696162,On or near DAIRYGLEN AVENUE,E01023333,Broxbourne 012B,Investigation complete; no suspect identified
55e87556ea1e1352da7e40109bfbeddc389732f37f50d19ea5cd098a4f27238e,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.043032,51.702924,On or near GREAT CAMBRIDGE ROAD,E01023297,Broxbourne 010A,Investigation complete; no suspect identified
44a935f0ef42edbba6bf72b17f870c6d11264439d9577cc40984434a1e0741ae,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.026614,51.718044,On or near WILLOWDENE,E01023306,Broxbourne 008E,Investigation complete; no suspect identified
2b61f2aee697bc3e8fa33242fb1525d92f17f2f3e646e1bafb73b310a1708997,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.038698,51.705091,On or near BLINDMAN'S LANE,E01023297,Broxbourne 010A,Investigation complete; no suspect identified
f42b20e9b52e37d24dce7d69d11005b8b1d44ef6b757a0fe3e7451021d414452,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.032211,51.686494,On or near Supermarket,E01023337,Broxbourne 013B,Investigation complete; no suspect identified
f56da436c6ed01ef01c04d0694897d920de17be9375c3f6132b078c8d42f6448,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.064754,51.719578,On or near HOLBECK LANE,E01023308,Broxbourne 006B,Investigation complete; no suspect identified
809983b25d2321b32538f61f4e800169294b02847a6fbbc394037014a0351c3a,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.032211,51.686494,On or near Supermarket,E01023337,Broxbourne 013B,Investigation complete; no suspect identified
d6b6418cd2e8924abcb11bc956f30aa97bb51c6a5b5d4e37693f81dec4635bb9,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033990,51.701856,On or near Supermarket,E01023301,Broxbourne 010E,Investigation complete; no suspect identified
7731fa76d6d4572487006033e5a8bf6cba159910b499d4abb27a4a32174955bf,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.058661,51.717499,On or near SPICERSFIELD,E01023309,Broxbourne 006C,Investigation complete; no suspect identified
64a1240fc73c644433944be8fccdc9361d9c19a0f1a1ec82ac573c1b217446b7,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.057988,51.701787,On or near WINDSOR CLOSE,E01023293,Broxbourne 011A,Investigation complete; no suspect identified
9ed07d86cf3c15fbf6b64a28e031a12d44ffa1bbe16bf2180ebbed1b8fa789f7,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.043032,51.702924,On or near GREAT CAMBRIDGE ROAD,E01023297,Broxbourne 010A,Investigation complete; no suspect identified
add8b58c08785623963f4a7e394ba211d0f42abf3f8bc240d4a613b3e6919320,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.018609,51.684889,On or near QUEEN'S DRIVE,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
6fa7f36240fb3f546599a1caa2931ca4686679d061d0a7e7251dba2a50f85671,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.045454,51.708180,On or near ST MARY'S ROAD,E01023294,Broxbourne 011B,Investigation complete; no suspect identified
3b956270b5a82652f679121111fa6e8fa272522674ac93292de01f6e13d05e06,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.051817,51.706973,On or near EDENVALE,E01023295,Broxbourne 011C,Investigation complete; no suspect identified
af12e5a99019f32d128257b42dd259d3c00cfb4b9c923f1e0de38a8ab547803a,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.091185,51.710766,On or near THE DRIVE,E01023311,Broxbourne 007A,Investigation complete; no suspect identified
c29269030b068efd8ccf10b58020f07698600647594eeea38b76eed6243dd4c2,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.025955,51.691614,On or near TRINITY LANE,E01023336,Broxbourne 013A,Investigation complete; no suspect identified
8aeb167f52ad1e232f61522186fd787aa7740217d63a5e529b715aa5d1279a69,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.029186,51.695849,On or near GREEN CLOSE,E01023333,Broxbourne 012B,Investigation complete; no suspect identified
16cce81380e2a06bfe81b099f0490ef4d92869b70efa4536259573f032a0fe3f,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.035993,51.710063,On or near WOOLPACK COURT,E01023303,Broxbourne 008B,Investigation complete; no suspect identified
9a22f4e92fda5de8d9ee6c8294f2ea1e7fd71dd38bc58cbf55907338e95ec623,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.055314,51.708442,On or near Pedestrian Subway,E01023326,Broxbourne 009D,Investigation complete; no suspect identified
c78418af57eb0553910070e3a4fa3604dc686c1426d6af80e9a73434453c4502,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033271,51.683059,On or near HIGH STREET,E01023337,Broxbourne 013B,Investigation complete; no suspect identified
37f4c9cca6151e2e76890e1e1420f357127a25b0e972fe5b925c71d17e10bbbd,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.027385,51.696997,On or near GARLAND CLOSE,E01023333,Broxbourne 012B,Investigation complete; no suspect identified
40ef255c7f7c435d30436305108c0d39cffccf942dc2fa75c57a957aee78392b,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.045264,51.709580,On or near SHAW CLOSE,E01023310,Broxbourne 006D,Investigation complete; no suspect identified
a37f3deaa7ecf5c44a01ffad9bd49305a578bc0ce58bc45275b9f88b9a7c4c5d,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.014917,51.686293,On or near STATION ROAD,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
0c1b188a5cfe8a801cea3084dc291e6ca7c198e0c7a02c9ef873288fff70088a,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.014917,51.686293,On or near STATION ROAD,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
088ec7279c1f258f94365957506a98bb392fadf92d41012d9317d5ec4e74a887,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.014917,51.686293,On or near STATION ROAD,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
4e7fe1bed3bece113eabff6ee52d0f47c9a08c38a5dca5d41f019f04f5b3b768,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.048190,51.704467,On or near CHURCHGATE,E01023294,Broxbourne 011B,Investigation complete; no suspect identified
e0e6a50154d38bf7e5b99e171dd4b2c1df4dfd34feee62a6e40ecf06873f4ab2,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.026197,51.699684,On or near DARCY CLOSE,E01023300,Broxbourne 010D,Investigation complete; no suspect identified
b76335c336d8ab539c47ab1e53ae9dfba7ccdef1cd648b6059ca3cde91be7e61,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033398,51.690480,On or near Supermarket,E01023332,Broxbourne 012A,Investigation complete; no suspect identified
b57931fadadcb124b5fce8fca8451907d9d1cc90cde937be3337a0c2cd5f48b6,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.018716,51.683776,On or near BERWICK CLOSE,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
e5a02da633e80628ff51b71fee4f2efeb680c03065117c15caefac0472615aeb,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.018716,51.683776,On or near BERWICK CLOSE,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
4e6b071b456b66a2723fa2fba9188068cc925b3da32393d53745f67ca48ddc62,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.053798,51.698930,On or near TUDOR AVENUE,E01023296,Broxbourne 011D,Investigation complete; no suspect identified
efc524ce3f5390e1db752df24ddf4835cee93d5de53783aa3b23740ecd81eaf5,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.031814,51.694302,On or near SPRINGFIELD ROAD,E01023333,Broxbourne 012B,Investigation complete; no suspect identified
cd67c94bfe12f247c242eda069028671d15b1a18b07c7c62ec2ae50a35ec0a31,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.053431,51.698025,On or near HAMPDEN CRESCENT,E01023293,Broxbourne 011A,Investigation complete; no suspect identified
8c90cc2bb5605cb0e8f8049648f125321e499c58df961780108ee9702100b1e9,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.051925,51.701768,On or near LINDSAY PLACE,E01023296,Broxbourne 011D,Investigation complete; no suspect identified
cd31df47816c5ce3fe38e4283a7aeef1d3c38636ba74959113e5be383c6c975a,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.037856,51.692442,On or near GRENVILLE CLOSE,E01023332,Broxbourne 012A,Investigation complete; no suspect identified
b37afa985cb8f002fe58ec6e5e32e40db63179e80027cd8faca908b68f2b3973,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.018999,51.703456,On or near Park/Open Space,E01021818,Epping Forest 009C,Investigation complete; no suspect identified
f8a5d54b2b73aeea1a774711e80d7cf22ff7377a9bc1574f3333348edd8f4db3,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.038698,51.705091,On or near BLINDMAN'S LANE,E01023297,Broxbourne 010A,Investigation complete; no suspect identified
122b4f1de5551d5c738be6407c9ce24270a6d7aced08d72c0ce6f6be4ab01cc8,2013-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.045264,51.709580,On or near SHAW CLOSE,E01023310,Broxbourne 006D,Investigation complete; no suspect identified
