Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
90f66078e206b4a604554e5a01482432f608e95cd443f2f3006dad2d7b5c1c77,2014-03,Essex Police,Essex Police,0.888767,51.868204,On or near COTTONWOOD CLOSE,E01033723,Colchester 015G,Investigation complete; no suspect identified
fb73ec4f96aca119108f4b6bd0b7316228b16fc80adda2afc3ef9d36905af5a1,2014-03,Essex Police,Essex Police,0.056848,51.638558,On or near CLEVES CLOSE,E01021784,Epping Forest 013E,Investigation complete; no suspect identified
cfa795666c61073956c119dd37f37e918d2282bcc52cb88ffab9532602ec117f,2014-03,Essex Police,Essex Police,0.729372,51.533820,On or near ARNOLD AVENUE,E01015842,Southend-on-Sea 014D,Investigation complete; no suspect identified
cfc2edfc22f7cad3004e54018ea9f9b9b3c33f831e9dfa3575fc4a7b29e1d55f,2014-03,Essex Police,Essex Police,0.080060,51.756283,On or near SOVEREIGN COURT,E01021830,Harlow 009B,Investigation complete; no suspect identified
137d6cc94912cc5dcb4fd2b395f16335ce18f532f2d84c696fabad451a4b0987,2014-03,Essex Police,Essex Police,0.364120,51.870956,On or near HIGH STREET,E01022067,Uttlesford 007B,Investigation complete; no suspect identified
d8a06c8b0ccf9ecb8628626990c3342dbea30ee6141c3f5b1a573f7be9bc2466,2014-03,Essex Police,Essex Police,0.497915,51.712953,On or near PERTWEE DRIVE,E01021566,Chelmsford 014D,Investigation complete; no suspect identified
de41907f7a5e6ed30407b664df90d27bc40b4487f333924a8f1141bd2e78b109,2014-03,Essex Police,Essex Police,0.517852,51.605032,On or near PARK CLOSE,E01021342,Basildon 008B,Investigation complete; no suspect identified
22183c97b3f22f6740de8cb2fc51d8a701d7c0eaf63723690c1de9079a59dd3a,2014-03,Essex Police,Essex Police,0.111105,51.699284,On or near Nightclub,E01021762,Epping Forest 005C,Investigation complete; no suspect identified
d427f03b5c5bf44e558325acbf50910d80abdc43f47001a5f321608a47faa908,2014-03,Essex Police,Essex Police,0.937412,51.898135,On or near PARSON'S HEATH,E01021707,Colchester 022I,Investigation complete; no suspect identified
5d62ce1ac34351c6241589abf7303a8c9d190ff7b32af653a4dd3a784a93e703,2014-03,Essex Police,Essex Police,1.155299,51.788653,On or near ORWELL ROAD,E01022025,Tendring 016B,Investigation complete; no suspect identified
80c26e9082fe2c0e882f8badbc3679f09288c23cb71d235e613c7958837e34b8,2014-03,Essex Police,Essex Police,0.503664,51.572905,On or near WIMBISH END,E01021306,Basildon 013E,Investigation complete; no suspect identified
e00902eb006386018c218dd76bcbee14e9358cc07977c6d22b1b3e431edbbecb,2014-03,Essex Police,Essex Police,0.508659,51.574759,On or near EASTBROOKS PLACE,E01021304,Basildon 013C,Investigation complete; no suspect identified
e9e0552c8864aacbac56cabc1a583aabbd04b8a4122ec37c711ccaff7da8478a,2014-03,Essex Police,Essex Police,0.044623,51.628942,On or near THE MEADWAY,E01021747,Epping Forest 015F,Investigation complete; no suspect identified
806c068ad1a9ea8ce3ed354607d961aef4620087f91ea24e980ec9e101dcf9fd,2014-03,Essex Police,Essex Police,0.460102,51.739354,On or near RAINSFORD ROAD,E01021575,Chelmsford 009B,Investigation complete; no suspect identified
e1273c816d223b71b2c4b4126fff19e619e014e7232535ebc9ea6dafb207c3e2,2014-03,Essex Police,Essex Police,0.053397,51.646298,On or near Police Station,E01021781,Epping Forest 014B,Investigation complete; no suspect identified
453bd5b72cdd0eb36c6141ac468db75722cf36a0d6b34835676cd566cf7d616b,2014-03,Essex Police,Essex Police,1.260534,51.935391,On or near ROSEBANK,E01022007,Tendring 002D,Investigation complete; no suspect identified
b30838b9325e68bd281c84de1a4d9d5a976674c36b9a05ef90cb4fd6c04ca3f6,2014-03,Essex Police,Essex Police,0.661474,51.571508,On or near THE SPINNEYS,E01015838,Southend-on-Sea 001F,Investigation complete; no suspect identified
f4d28ea325fe60939898a99e5bc03d743ee331334f8886d2105947124a2633ab,2014-03,Essex Police,Essex Police,0.446683,51.525283,On or near Supermarket,E01015983,Thurrock 002B,Investigation complete; no suspect identified
ca029446e64ae1dc6ece7884b04707d5e19276673ef8d6314d4157b13593bf63,2014-03,Essex Police,Essex Police,0.652445,51.542097,On or near BROADWAY WEST,E01015848,Southend-on-Sea 011D,Investigation complete; no suspect identified
bc8b56447b9518c84b30f401229d9b262b62726c1682b10358be6c7e90566947,2014-03,Essex Police,Essex Police,0.489488,51.574691,On or near LARK WAY,E01021271,Basildon 013A,Investigation complete; no suspect identified
3afe94c929d5bbd8fa9f7f96b096308068cd777285b5e00a44ae72736d2d9e02,2014-03,Essex Police,Essex Police,0.486893,51.564970,On or near BARDFIELD,E01021323,Basildon 019B,Investigation complete; no suspect identified
003ff7f139a76771c77f0704b426cf849f55cb085a3663dfddbdc34b6fc1c3c6,2014-03,Essex Police,Essex Police,0.331656,51.474585,On or near DOUG SIDDONS COURT,E01015962,Thurrock 016E,Investigation complete; no suspect identified
b38db1fc7963b3f2156426c038077d522a0e7ce05a14026bf55fa51e8c75aae1,2014-03,Essex Police,Essex Police,0.650285,51.549611,On or near TANKERVILLE DRIVE,E01015815,Southend-on-Sea 003B,Investigation complete; no suspect identified
8f13ada332318f285ebe3442e6f9149da0ea968b8d13d775ee53ce339e370c9d,2014-03,Essex Police,Essex Police,0.550544,51.518825,On or near KOLN CLOSE,E01021501,Castle Point 011D,Investigation complete; no suspect identified
ec3cfa01059510a998fd4d40090e7a2380587c8abbc5b27d42c2182a56c30283,2014-03,Essex Police,Essex Police,0.641749,51.576298,On or near SANDHILL ROAD,E01021946,Rochford 009A,Investigation complete; no suspect identified
6ffd50641ccdb704668923a8abfb12712b6c2245ae9ff78bd3bf360a3c885aae,2014-03,Essex Police,Essex Police,0.176215,51.804190,On or near M11,E01021768,Epping Forest 001A,Investigation complete; no suspect identified
6c6313f917e0ee7d429d7b19f0162ecb0adee30b8d7e69b41966fb2c3e0a968e,2014-03,Essex Police,Essex Police,0.680284,51.552463,On or near WESTBOURNE GROVE,E01015822,Southend-on-Sea 005C,Investigation complete; no suspect identified
deac43e35e0168ec9d734d6176ba45d97e9080b8ee74d39320a7556c7b62cfa7,2014-03,Essex Police,Essex Police,0.901994,51.891307,On or near RYEGATE ROAD,E01021649,Colchester 007D,Investigation complete; no suspect identified
449feefe363b9f03452ce629b71f59e4e16a3bac0766714ae239212194704ef5,2014-03,Essex Police,Essex Police,0.131255,51.676294,On or near HOBBS CROSS ROAD,E01021800,Epping Forest 003C,Investigation complete; no suspect identified
ab8903e14f48ee26069b1ed775107fee348038da949a9033b3f38ea9741c9be1,2014-03,Essex Police,Essex Police,0.582766,51.869793,On or near Petrol Station,E01021380,Braintree 012E,Investigation complete; no suspect identified
5ec79b2282dc43dcc59da677b6f5f236d1bce8d026ad31200dcf7a893a30869b,2014-03,Essex Police,Essex Police,0.553451,51.877250,On or near FAIRFIELD ROAD,E01033459,Braintree 009F,Investigation complete; no suspect identified
198ddced8dc00037e9c03d9bec09db22a8ed4aaf9782c428c86e62c832ad33d5,2014-03,Essex Police,Essex Police,1.254906,51.932022,On or near LAUREL AVENUE,E01022006,Tendring 002C,Investigation complete; no suspect identified
04e63873d6ae887991ad7daff5eb58ad975cf637a3e3bb5ddc8e0330a798255d,2014-03,Essex Police,Essex Police,0.455025,51.557871,On or near FOBBING FARM CLOSE,E01021297,Basildon 020D,Investigation complete; no suspect identified
192931b82e025c463f3b9bd2e75148f3883b999285e28db50a943114d433934d,2014-03,Essex Police,Essex Police,0.239603,52.020104,On or near DEBDEN ROAD,E01022076,Uttlesford 002B,Investigation complete; no suspect identified
8433f80f57619b4fe660ea9e2807f1430efce554148a695624a7679e345b8e7b,2014-03,Essex Police,Essex Police,0.901260,51.888708,On or near Shopping Area,E01021649,Colchester 007D,Investigation complete; no suspect identified
7770cde00a5e452de403f057f6dba07631213b215d43780e9d4201c320aa8903,2014-03,Essex Police,Essex Police,0.467419,51.724255,On or near VICARAGE ROAD,E01021580,Chelmsford 012D,Investigation complete; no suspect identified
658681d7700385a6cac32d412037f37924006abb413e5a0c960597d9c60b1fba,2014-03,Essex Police,Essex Police,1.149891,51.786595,On or near ALTON ROAD,E01022025,Tendring 016B,Investigation complete; no suspect identified
43926af86ff86761cbe2e1a5955786c2eb0ed48f191a9ab8a751fc4c6b07cc50,2014-03,Essex Police,Essex Police,0.328361,51.474075,On or near EXMOUTH ROAD,E01015954,Thurrock 017D,Investigation complete; no suspect identified
1effcb60979d311ede6044b4ef655ea5cda0c355d9c8dab1a7556472cc7100b8,2014-03,Essex Police,Essex Police,0.111105,51.699284,On or near Nightclub,E01021762,Epping Forest 005C,Investigation complete; no suspect identified
bf013d53fd1080c04940abbe30b3a941a210263915e8407d7fe883f26c61657b,2014-03,Essex Police,Essex Police,0.111105,51.699284,On or near Nightclub,E01021762,Epping Forest 005C,Investigation complete; no suspect identified
06ae53d6152bbc861840c509cc1f2524943e4b1cb701a15ce1b67ae30942a6f9,2014-03,Essex Police,Essex Police,0.322153,51.476033,On or near STATION APPROACH,E01015954,Thurrock 017D,Investigation complete; no suspect identified
51d8e6295952a63ddf3b05a8a25242b0d6d5178dc5097cacc83b125dbc87115b,2014-03,Essex Police,Essex Police,1.154724,51.788722,On or near PALLISTER ROAD,E01022025,Tendring 016B,Investigation complete; no suspect identified
c41c780c0709963f0ff37c238a1a74fddfe47dbe6225efaf7d64864fd1432f4b,2014-03,Essex Police,Essex Police,1.118614,51.786656,On or near DRAKES APPROACH,E01021989,Tendring 018B,Investigation complete; no suspect identified
fd623091c96c3c70200674d2414db0da1028160864c04b14980a22b3d20e6d7c,2014-03,Essex Police,Essex Police,0.599484,51.880315,On or near COGGESHALL ROAD,E01021380,Braintree 012E,Investigation complete; no suspect identified
22c7e3f8a9de179a4195d4e70efbe73a15f4b8fc4044cf91b988825d37ac2b89,2014-03,Essex Police,Essex Police,0.491982,51.571481,On or near ROSE ACRE,E01021326,Basildon 022D,Investigation complete; no suspect identified
7bf0788da41e79db6d55cf672b548a817aa05d5bf282a28b70fa39f24fdf4d03,2014-03,Essex Police,Essex Police,0.277434,51.486092,On or near Shopping Area,E01016012,Thurrock 015C,Investigation complete; no suspect identified
8edcf4c51c9b76adf42678d69bb1b086b4487817754e018a5494dfd582192ebb,2014-03,Essex Police,Essex Police,0.284949,51.501576,On or near CLAYBURN GARDENS,E01015927,Thurrock 007A,Investigation complete; no suspect identified
f888c1746c9a57dae3b6c7dc8c3bd9f0b3fb03f990213e696ebe78a310dded72,2014-03,Essex Police,Essex Police,0.148113,51.764106,On or near DOULTON CLOSE,E01021824,Harlow 005A,Investigation complete; no suspect identified
a03f65baf041d01de75a6e6155b7d47d58eb641f0720098cabddc7fe615f2a97,2014-03,Essex Police,Essex Police,0.896313,51.891114,On or near NORTH HILL,E01021649,Colchester 007D,Investigation complete; no suspect identified
66741ad6277b4337cf67e890577bfb42935453fc71c4a9bbc4017b1110591569,2014-03,Essex Police,Essex Police,0.885275,51.904184,On or near LITTLE WOOD MEWS,E01021681,Colchester 004C,Investigation complete; no suspect identified
a8b9dab73220f1ae8eae6390dee27a5e05c0464783aa1e30c050917fb23a8c85,2014-03,Essex Police,Essex Police,0.649933,51.544789,On or near GLENDALE GARDENS,E01015845,Southend-on-Sea 011A,Investigation complete; no suspect identified
7a439973dd6a57f366bff0878fa50eb83bf2ee93397923f65a68e62496bf7015,2014-03,Essex Police,Essex Police,1.147091,51.794693,On or near KEY ROAD,E01021968,Tendring 017A,Investigation complete; no suspect identified
d0291c8089feb3bf2a544b24e43fcaf5ed52f4adf7373da8b348ff7e17b9a1ba,2014-03,Essex Police,Essex Police,0.625214,51.554114,On or near EWAN WAY,E01021517,Castle Point 005A,Investigation complete; no suspect identified
42b84f77655e186fe50b863e0c568096a8c0852fb03b63b2e49614ef7974404e,2014-03,Essex Police,Essex Police,0.349630,51.597252,On or near CRICKETERS LANE,E01021445,Brentwood 009A,Investigation complete; no suspect identified
65f93e1892f37031ee6eeeefe832a27efd9fb153826f21aa00f4a543477295e3,2014-03,Essex Police,Essex Police,0.897934,51.888970,On or near Shopping Area,E01021649,Colchester 007D,Investigation complete; no suspect identified
29319c7206401bc1b5fcac3cfa10dd3551535a42b5ef62bb75d715971ddb5dda,2014-03,Essex Police,Essex Police,0.321840,51.473845,On or near Parking Area,E01015954,Thurrock 017D,Investigation complete; no suspect identified
758aa92e459f0f9848d713c424e5697c2537c63a98c04c3925cd24e535fdc020,2014-03,Essex Police,Essex Police,0.548964,51.567424,On or near LONDON ROAD,E01021516,Castle Point 003D,Investigation complete; no suspect identified
f476682a60f9bf2c3809b286bf4b60b2a5e5784d3289727b09716715be694254,2014-03,Essex Police,Essex Police,0.455623,51.727290,On or near CROMPTON STREET,E01033138,Chelmsford 009F,Investigation complete; no suspect identified
9811c3500352b71faa76d4df6a5bc72055c04a415bd8055be69b9f3d6102318f,2014-03,Essex Police,Essex Police,0.441050,51.860913,On or near CHESTNUT WALK,E01033052,Uttlesford 008F,Investigation complete; no suspect identified
ac6bfaf4c805081413685351a5eba83c080f7be95b3b8cf08a435f4dbb7c2c3b,2014-03,Essex Police,Essex Police,0.712369,51.536949,On or near CLIFFTOWN ROAD,E01015852,Southend-on-Sea 015B,Investigation complete; no suspect identified
e99d8b3724283c5823c2302c0c869ad3616c8c4b064c615b2d487e2373b53dce,2014-03,Essex Police,Essex Police,1.149891,51.786595,On or near ALTON ROAD,E01022025,Tendring 016B,Investigation complete; no suspect identified
aa9d02ff25e0731cef276ac68cea7b3e92de8bb1758ea6cf1b7b0095f3d46234,2014-03,Essex Police,Essex Police,0.073257,51.651353,On or near HAMPTON MEAD,E01021790,Epping Forest 012E,Investigation complete; no suspect identified
3a1de9d9cb900ed2653e89dc222986eaa787f2a58ed6a7897e839e54450ef550,2014-03,Essex Police,Essex Police,0.712855,51.537855,On or near Nightclub,E01015852,Southend-on-Sea 015B,Investigation complete; no suspect identified
545eab9a0ebd3687b514fa717f4c95017d6bbcf58d3aedb30721074c8ab79882,2014-03,Essex Police,Essex Police,0.371733,51.460139,On or near ELIZABETH CLOSE,E01016005,Thurrock 018C,Investigation complete; no suspect identified
9ed4832606f53c1a18e1c5341793755e49f4e8e8c70baf40eac691f67dd088cf,2014-03,Essex Police,Essex Police,0.677578,51.548145,On or near EASTWOOD LANE SOUTH,E01015905,Southend-on-Sea 007E,Investigation complete; no suspect identified
9cebad9d5bdef788ba384c1ee277a33c53a3ee52b6fe52de8705769c21a8bdf4,2014-03,Essex Police,Essex Police,0.677578,51.548145,On or near EASTWOOD LANE SOUTH,E01015905,Southend-on-Sea 007E,Investigation complete; no suspect identified
1bb4b37d51dfc0bd01f051c440cf138b4e6c36935266ff0f84b4674b6c0cda9e,2014-03,Essex Police,Essex Police,0.089799,51.613093,On or near WARREN COURT,E01021765,Epping Forest 017B,Investigation complete; no suspect identified
34c06a10eb6bd58c412260e0e73563fc4ee9391d22be7115df9eef0d7cfe970f,2014-03,Essex Police,Essex Police,0.917256,51.875371,On or near UNITY CLOSE,E01021665,Colchester 016D,Investigation complete; no suspect identified
d075502271e737127b4bf1f605bb29af5d263402d6dd67947907182f01b1b67d,2014-03,Essex Police,Essex Police,0.665361,51.723113,On or near WEST STATION YARD,E01021896,Maldon 005D,Investigation complete; no suspect identified
8313d456b5245278fb3291408d4055eece0256a98cc1aab7956ccc1ea1b6399d,2014-03,Essex Police,Essex Police,0.651666,51.539624,On or near Parking Area,E01015848,Southend-on-Sea 011D,Investigation complete; no suspect identified
6b7435b192d73d33f3cf029027b9b863b54dde3de4208ebe2784b7e626dad1d8,2014-03,Essex Police,Essex Police,0.509570,51.580028,On or near BURGUNDY GARDENS,E01021303,Basildon 011B,Investigation complete; no suspect identified
0a2fc3a68346cbc88a147a14bbbf28c3db2a3291d42d46be86de9bdfada4ca89,2014-03,Essex Police,Essex Police,0.894346,51.885164,On or near Parking Area,E01021683,Colchester 011A,Investigation complete; no suspect identified
62b915b11ca6127c4e9f55c50efede175aa9307b7bccbae3f802df17ca9ba230,2014-03,Essex Police,Essex Police,0.477029,51.572769,On or near FAIRLOP GARDENS,E01021321,Basildon 015E,Investigation complete; no suspect identified
