Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
1915d48d753778ac73b1fbc1b74058703e5754932649f4249893f90af53e35f3,2015-07,Essex Police,Essex Police,,,No location,,,Offender given a caution
4d5e2669bb96ce4dee720db14108896315d42b8830065ba18bd9711f08360705,2015-07,Essex Police,Essex Police,,,No location,,,Investigation complete; no suspect identified
342c5e5bc64b4a0d793d5c3a87277ec48ea771fd802033c61278da94a96de3f4,2015-07,Essex Police,Essex Police,0.473830,51.736629,On or near Chelmsford Police Station,E01033141,Chelmsford 010G,Investigation complete; no suspect identified
a1c83afa773c4894a164940f2097922b2cd2abd0491967e2ae34a72940c11d44,2015-07,Essex Police,Essex Police,0.096908,51.770291,On or near VELIZY AVENUE,E01021849,Harlow 003A,Investigation complete; no suspect identified
6188317c09af6c10af29670033f30146fe4be530a6621b486b660a546574cbc6,2015-07,Essex Police,Essex Police,1.155426,51.805424,On or near Supermarket,E01022044,Tendring 013E,Investigation complete; no suspect identified
a6cf43cc389db1208377575f9eb67e1494cd01dd3c502d84241cdf05aadbbca7,2015-07,Essex Police,Essex Police,0.113040,51.700130,On or near Police Station,E01021757,Epping Forest 006B,Investigation complete; no suspect identified
67544c530971baa7ab44fe9fb156849460374ec4502fb117dfeaf88e31880e7a,2015-07,Essex Police,Essex Police,1.253815,51.929812,On or near BALTON WAY,E01033051,Tendring 002F,Investigation complete; no suspect identified
474de0c3159a8136a7f6bc5e8b3a7b63deec12aa1375d1ebe35fe31edee43c25,2015-07,Essex Police,Essex Police,0.113040,51.700130,On or near Police Station,E01021757,Epping Forest 006B,Investigation complete; no suspect identified
f0b716c4143d61b20a174c0fea19a6bdc41d6acce4bc654fcd834f204960ab7b,2015-07,Essex Police,Essex Police,0.113040,51.700130,On or near Police Station,E01021757,Epping Forest 006B,Investigation complete; no suspect identified
a1ae808cc03ce74e623cd728cb6b52cb4daa73f52d8b72745fd1b1aaf3f73c1c,2015-07,Essex Police,Essex Police,0.592233,51.521616,On or near LIONEL ROAD,E01021498,Castle Point 011B,Investigation complete; no suspect identified
de27af900fc806ddc2a84b585a7a29f807ba7925a807002a3956aed0b9b90f36,2015-07,Essex Police,Essex Police,0.632414,51.795775,On or near RICHARDS CLOSE,E01033462,Braintree 017H,Investigation complete; no suspect identified
f8c076d7367d7a70334092eea9c45ca3e3fe6e3b71b0d897bdff87f1f8e78c05,2015-07,Essex Police,Essex Police,0.483487,51.566284,On or near Parking Area,E01021327,Basildon 019E,Investigation complete; no suspect identified
551b0127090e9b94715f4b99d54520bcd0ca18e697db49680977444e3214daa5,2015-07,Essex Police,Essex Police,0.379232,51.848188,On or near HIGH EASTER ROAD,E01022058,Uttlesford 008A,Investigation complete; no suspect identified
1cce73f45a365398e83e8ab458ff8baeac495dcfd879610c12e6ce3752e2f9f7,2015-07,Essex Police,Essex Police,0.439162,51.572556,On or near JERMAYNS,E01021291,Basildon 016E,Investigation complete; no suspect identified
66a194af96357d461c7f6427d8ac44a2f3a2b9c183b6efc0611ed5d0550632c5,2015-07,Essex Police,Essex Police,0.296784,51.630493,On or near KAREN CLOSE,E01021431,Brentwood 004A,Investigation complete; no suspect identified
1242fd34f44f0bb7957280ba7b6d3164075c7ff46237286c7241e603cc33f234,2015-07,Essex Police,Essex Police,0.670823,51.670827,On or near STATION CRESCENT,E01021902,Maldon 007F,Investigation complete; no suspect identified
c3d27aa4c92714b3f896e86b2c1291bd909e61bbce785e403b5f783bfc85dab6,2015-07,Essex Police,Essex Police,0.305909,51.509736,On or near BUCKLES LANE,E01015932,Thurrock 006A,Investigation complete; no suspect identified
a709b93bc372f42857545e464dc683bda9d38e3ee0ac96aecc7acb324d60fc34,2015-07,Essex Police,Essex Police,1.117819,51.781442,On or near DONNE DRIVE,E01021990,Tendring 018C,Investigation complete; no suspect identified
d48ba0edb1777ccb24039dc1adaad663f4f3178eb28e8763e07a23fcd8785aab,2015-07,Essex Police,Essex Police,0.503639,51.575865,On or near STOKEFELDE,E01021306,Basildon 013E,Investigation complete; no suspect identified
4f2296f79cdcc9386bc02ffbc061af3ca6315c8924b9039b633d2899f18644a7,2015-07,Essex Police,Essex Police,0.496866,51.749083,On or near CANVEY WALK,E01021620,Chelmsford 004D,Investigation complete; no suspect identified
96efec863646949158d565a31339d43215f8adbfb26dc9959d3559dcf9ed72b4,2015-07,Essex Police,Essex Police,0.277434,51.486092,On or near Shopping Area,E01016012,Thurrock 015C,Investigation complete; no suspect identified
5c6d69ccae4fad30d78da636717b95f18da0653059a8816a3a05d0b10bc4afeb,2015-07,Essex Police,Essex Police,0.461621,51.777417,On or near WOODLANDS WAY,E01021542,Chelmsford 002A,Investigation complete; no suspect identified
eaf26b4bef4ee3efedce5a77831c4233704591c582062e29ec171b1ecab6615c,2015-07,Essex Police,Essex Police,1.164916,51.817859,On or near JESSOP CLOSE,E01021984,Tendring 010A,Investigation complete; no suspect identified
f156a83ccfb55216ff18f47f076bfd0af7ac4a3564826571ef59a8e0c0afd497,2015-07,Essex Police,Essex Police,1.070686,51.794376,On or near Park/Open Space,E01022047,Tendring 018E,Investigation complete; no suspect identified
f207cdfdf5ec2ef4947f3e4db5f344cb9f0624f0d8f619fe2811307a3d793d09,2015-07,Essex Police,Essex Police,0.062505,51.640284,On or near STONARDS HILL,E01021783,Epping Forest 013D,Investigation complete; no suspect identified
54b3135f1f7cfaa22e5ac5ad27b370b9b4b1b455947a7fe8a25d43d09a2ff347,2015-07,Essex Police,Essex Police,0.323676,51.482766,On or near PYM PLACE,E01015959,Thurrock 016C,Investigation complete; no suspect identified
92052b557c1f8ded62737ab45db61d4feee1196fa3a68e5bb82d377791e4fe90,2015-07,Essex Police,Essex Police,0.339788,51.489136,On or near LODGE LANE,E01015964,Thurrock 010B,Investigation complete; no suspect identified
c22c5aa586deb1d8784950def38bc13ecf16d8fe5b820d975055ed0282f5b438,2015-07,Essex Police,Essex Police,0.276389,51.611034,On or near MASCALLS LANE,E01021468,Brentwood 006D,Investigation complete; no suspect identified
ef2ccb570c5f5689c065a85e42f79a6dcc19b5939450f29bf713199a6c8c3ef6,2015-07,Essex Police,Essex Police,0.471928,51.594182,On or near OAK LANE,E01021260,Basildon 009D,Investigation complete; no suspect identified
450cb7231f5a7acdbdfcabe762fd8c8823c62f9c8e910f43022d029a6e463cf0,2015-07,Essex Police,Essex Police,,,No location,,,Investigation complete; no suspect identified
5352a6537a437a211ef746fa57a7c99ae931f70fc3e7b1526c48d064afa1f093,2015-07,Essex Police,Essex Police,0.637934,51.660149,On or near WOODHAM ROAD,E01021902,Maldon 007F,Investigation complete; no suspect identified
55ddf74f4bd821c20f71298bd23787c7f4cbcb3e283db2b3eca9932ab73a2cb7,2015-07,Essex Police,Essex Police,0.894903,51.899477,On or near A134,E01021650,Colchester 007E,Investigation complete; no suspect identified
6af8dd18dfbd48b4e53994e59747f15df0b30e6f53336e01b4c7720701846b4f,2015-07,Essex Police,Essex Police,0.367091,51.479496,On or near LEA ROAD,E01015935,Thurrock 012C,Investigation complete; no suspect identified
f152d45aef78a6d32c914e1d13f4d14fe6dae3b42424730b7958787beea6aa84,2015-07,Essex Police,Essex Police,0.412166,51.949701,On or near Sports/Recreation Area,E01022092,Uttlesford 004A,Investigation complete; no suspect identified
3beefbc0c4a99b3d2c92dcd24d86daa3d471a4ffd2fb99cab953e32a6d20e184,2015-07,Essex Police,Essex Police,0.456959,51.570727,On or near Shopping Area,E01021318,Basildon 015C,Investigation complete; no suspect identified
db44aa79f069ab5c7fcc5722ed563e23398bcb117dbee60d8df7efd918a868ce,2015-07,Essex Police,Essex Police,0.686931,51.728125,On or near ST MARY'S LANE,E01021889,Maldon 004A,Investigation complete; no suspect identified
3fca64f3b50320aca986ce90638c83987aef5b23d36cbb35d39695edc05eb898,2015-07,Essex Police,Essex Police,0.559771,51.571766,On or near Petrol Station,E01021525,Castle Point 001D,Investigation complete; no suspect identified
9203cba4707bc28fba18cfd57faae96f5aff4d7e2625131925b7c7f5280a67db,2015-07,Essex Police,Essex Police,0.070826,51.752094,On or near SYCAMORE FIELD,E01021865,Harlow 009E,Investigation complete; no suspect identified
dc62ee08d598fb3d77874be5b3427679ab4730a9df015b08bc604baa17356abe,2015-07,Essex Police,Essex Police,0.490385,51.563116,On or near PASLOWES,E01021328,Basildon 022E,Investigation complete; no suspect identified
823366afdcf6dafcd6f64b17ee58ea7632d94a4ffe97e0e18110eb0634d992a8,2015-07,Essex Police,Essex Police,0.565136,51.549148,On or near HILLSIDE ROAD,E01021480,Castle Point 007A,Investigation complete; no suspect identified
eae4d45d40461546235b08e9048652bb7d956ac6b1180164aa6097964a5b5cec,2015-07,Essex Police,Essex Police,1.151204,51.800222,On or near Petrol Station,E01022043,Tendring 014B,Investigation complete; no suspect identified
8a61ec0908e3808f36252423430f316fcfaadda15b9e8c36bb632f9ce54264c0,2015-07,Essex Police,Essex Police,0.689066,51.539195,On or near METEOR ROAD,E01015831,Southend-on-Sea 012E,Investigation complete; no suspect identified
d609470679dc14dd18d4aa6a7bf70626b8889e1f159280b93851ee5b41ecdd5a,2015-07,Essex Police,Essex Police,0.328178,51.472460,On or near CONWAY GARDENS,E01015952,Thurrock 017B,Investigation complete; no suspect identified
3cc1647be7ea85593cda2a02dc1eb77dc8485e7d298920d93c712f232a9530c1,2015-07,Essex Police,Essex Police,0.041518,51.769486,On or near Parking Area,E01021801,Epping Forest 002E,Investigation complete; no suspect identified
c63c4eebb86fb9cca074aca549804cd713df42b93bd82e70af269bb62622e683,2015-07,Essex Police,Essex Police,0.284490,51.487772,On or near Shopping Area,E01016011,Thurrock 015B,Investigation complete; no suspect identified
0cdd82e2603c13a16397ef57635a5c284a121a735e4dff33360c69ccd5cf9bf6,2015-07,Essex Police,Essex Police,0.097916,51.747315,On or near BERECROFT,E01021862,Harlow 011A,Investigation complete; no suspect identified
4dc84ff6f607edeaef931c8da647fccf2c29e456ab49faa40c72c3795f96d4ed,2015-07,Essex Police,Essex Police,,,No location,,,Investigation complete; no suspect identified
052ce572240b083af3001e91b87f33caa9c3579c8dea1be3c381dc80cf78fa03,2015-07,Essex Police,Essex Police,0.905583,51.879797,On or near Supermarket,E01021684,Colchester 011B,Investigation complete; no suspect identified
24437e8468846a573e3afbd0b8b6fc183a98811d3e2d2b4bea51a983a8ec7547,2015-07,Essex Police,Essex Police,0.456043,51.761472,On or near HOLLOW LANE,E01021542,Chelmsford 002A,Investigation complete; no suspect identified
4b6a5c385ef7630706358229bc7077fef794870c9435fb0bb30b1b433c7d755e,2015-07,Essex Police,Essex Police,0.484463,51.717915,On or near WESTBOURNE GROVE,E01033145,Chelmsford 014G,Investigation complete; no suspect identified
ac0c11b287c39d4430361d4a4a05afff0075708943394a23287316c7f3495209,2015-07,Essex Police,Essex Police,0.689609,51.537635,On or near VALKYRIE ROAD,E01015828,Southend-on-Sea 012B,Investigation complete; no suspect identified
8f0584940d1c444e946d75313ad8a23eba3efb873bd5089b1fc25bbbcf8f2759,2015-07,Essex Police,Essex Police,0.364633,51.470121,On or near SPINDLES,E01016007,Thurrock 018E,Investigation complete; no suspect identified
2cf2c242c969be0072d2ddd67aca0f85c04ddf88c4f83f1dd8e85a7aa42bcde6,2015-07,Essex Police,Essex Police,0.415025,51.575978,On or near VICTORIA ROAD,E01021273,Basildon 014A,Investigation complete; no suspect identified
80ad9e35a8359c3922c260c4944136596591d95a19ef1aeb69cd80a77f78541f,2015-07,Essex Police,Essex Police,0.662192,51.604283,On or near Petrol Station,E01021938,Rochford 003F,Investigation complete; no suspect identified
c0c1c17b8780a65e2d742b1bc3d9280432ca428417d89342ae0a2c05f0ad6726,2015-07,Essex Police,Essex Police,0.323676,51.482766,On or near PYM PLACE,E01015959,Thurrock 016C,Investigation complete; no suspect identified
26ebb4c31fcae67681cde86e6852236f95b77149e71b046a2010b82908f37613,2015-07,Essex Police,Essex Police,0.325894,51.611421,On or near ST STEPHENS CRESCENT,E01021435,Brentwood 008A,Investigation complete; no suspect identified
435fad3db7dee0f5fd66bf5dc7b639e7c6d9026724a4076ab8c5ba2a9fa2564b,2015-07,Essex Police,Essex Police,0.746325,51.531329,On or near WARWICK ROAD,E01015889,Southend-on-Sea 016A,Investigation complete; no suspect identified
d16e0dccafed0616a2a3beea333fc02779684df9158dcb241da109e73d5904e8,2015-07,Essex Police,Essex Police,0.699316,51.928608,On or near Parking Area,E01021408,Braintree 006C,Investigation complete; no suspect identified
bac712d711a0e40fa9e40c7ed14326082c0676248d7120878e2385189dca1d50,2015-07,Essex Police,Essex Police,0.636072,51.541801,On or near CASTLE DRIVE,E01015910,Southend-on-Sea 008C,Investigation complete; no suspect identified
49a6df74c640b0b858bd1bf9cf5e51a5d29fbea24d372fbb1c8eae04e0feade8,2015-07,Essex Police,Essex Police,0.746325,51.531329,On or near WARWICK ROAD,E01015889,Southend-on-Sea 016A,Investigation complete; no suspect identified
aeb254bc6480a8a4971a3c6d8d0752009ed364af9b66a95f7a30bc3b1da947a6,2015-07,Essex Police,Essex Police,0.340827,51.482703,On or near RECTORY ROAD,E01015967,Thurrock 014B,Investigation complete; no suspect identified
cacaebbfbec8c9feba464957f12828723f08d2e5e6a9fdb51deca40ef8da687d,2015-07,Essex Police,Essex Police,0.189821,51.702672,On or near MILL LANE,E01021800,Epping Forest 003C,Investigation complete; no suspect identified
e448e8c4f388aff907ac84784f8124ec9f44e5bb8ffd974f62123edf70d1837a,2015-07,Essex Police,Essex Police,0.483314,51.736843,On or near ABBOTTS PLACE,E01021627,Chelmsford 010E,Investigation complete; no suspect identified
597ed81e8c4bf43493b16fc87a250b9d4213e6b09cc159658224b3d57fbcb4d7,2015-07,Essex Police,Essex Police,0.708497,51.729132,On or near LOCK HILL,E01021885,Maldon 003B,Investigation complete; no suspect identified
a5a374a96c2cb7bdc6dcf34670ba7b538b54dd30a2dc8c445a4250cde39725a2,2015-07,Essex Police,Essex Police,0.621530,51.579108,On or near OAKHURST ROAD,E01021949,Rochford 009D,Investigation complete; no suspect identified
4ea2ae46c05a873dd37a6731209f3fdd5d646c6079f01a04d312bf0ad0417dc5,2015-07,Essex Police,Essex Police,1.043091,51.883351,On or near Sports/Recreation Area,E01022051,Tendring 005C,Investigation complete; no suspect identified
ea1f24094415bbdfef7c31e48da07421446a01e6670979666869b2c43079ddfe,2015-07,Essex Police,Essex Police,0.587946,51.551515,On or near SHIPWRIGHTS CLOSE,E01021483,Castle Point 004C,Investigation complete; no suspect identified
5a2afdabd80d3c1e1d15fbe49a95612fb523d9b04bcc395236bfba2c76565f93,2015-07,Essex Police,Essex Police,0.873649,51.914973,On or near Parking Area,E01021681,Colchester 004C,Investigation complete; no suspect identified
31e2166a958394635d3c9b3462963448bc490e5af855efde0b2713b0bfc32025,2015-07,Essex Police,Essex Police,0.192378,51.881962,On or near BIRCHANGER LANE,E01022087,Uttlesford 005F,Investigation complete; no suspect identified
76f1900434d2d1a73f0cfc7b279a9874b2ce244705cb41ee967f66a0f49df192,2015-07,Essex Police,Essex Police,0.781177,51.531560,On or near CHELMER WAY,E01015917,Southend-on-Sea 017D,Investigation complete; no suspect identified
bdf18d39d9e769fa7cdb553b68e56b3a705c3a7cc9891c9ed7556f003ba95be1,2015-07,Essex Police,Essex Police,0.845100,51.913562,On or near SACKVILLE WAY,E01021728,Colchester 003B,Investigation complete; no suspect identified
43abe9b84ccf92885e01632cc966bfcbd02f230127a4273527a30a67b8c06a79,2015-07,Essex Police,Essex Police,0.256463,52.025232,On or near ELIZABETH CLOSE,E01022079,Uttlesford 002D,Investigation complete; no suspect identified
9541768cd196a6bb6be7d256e1ae10caea565bf3c3902e99eacd331add0017d0,2015-07,Essex Police,Essex Police,0.779102,51.533714,On or near ARMAGH ROAD,E01015917,Southend-on-Sea 017D,Investigation complete; no suspect identified
83c5e4fa4f17a52e75f6c362d8386ac5fcdf52b6f902676d219639ca08092441,2015-07,Essex Police,Essex Police,0.271332,51.491121,On or near Petrol Station,E01016012,Thurrock 015C,Investigation complete; no suspect identified
6123b3a55da4c19afa2a3254b4c4425e3435ea5958159d71ef2c1e3e1f24aaea,2015-07,Essex Police,Essex Police,0.786680,51.536187,On or near ANSON CHASE,E01015882,Southend-on-Sea 013G,Investigation complete; no suspect identified
b15c1a5470f87d01bbf5eda20ad245c80ec6387a6986734dddf86749cec8696a,2015-07,Essex Police,Essex Police,0.189821,51.702672,On or near MILL LANE,E01021800,Epping Forest 003C,Investigation complete; no suspect identified
6eff15b9994a2c5bdeb6b1d33b45409ef4975fc035d834ebcee7b46312aa46e0,2015-07,Essex Police,Essex Police,0.441732,51.566656,On or near ARDLEIGH,E01021298,Basildon 017D,Investigation complete; no suspect identified
e7fa42c3c282d60b75b69dbdab8d4d83d0e5f868f06015f3e1c7c1f3f95c04d6,2015-07,Essex Police,Essex Police,0.537660,51.815621,On or near BRAINTREE ROAD,E01021348,Braintree 018A,Investigation complete; no suspect identified
07da95c70fa64f903101bf1f401b731874d81e0d1fad1d2eb4edbe4184eef117,2015-07,Essex Police,Essex Police,1.213913,51.836434,On or near KIRBY ROAD,E01022011,Tendring 008G,Investigation complete; no suspect identified
71d90d8a48dee6b0c85a8cb96f1cc2d732535825a00a1de0a79cab9fed242a64,2015-07,Essex Police,Essex Police,0.440662,51.565537,On or near PAPRILLS,E01021294,Basildon 020A,Investigation complete; no suspect identified
57c288599adca0fe591d34f4bd5bf0baad1d3f695e6ab42bd717c4c02d9340e2,2015-07,Essex Police,Essex Police,0.548875,51.879067,On or near Shopping Area,E01021365,Braintree 009D,Investigation complete; no suspect identified
b6aa9c28825af91d06c1fb2823a1230b7212618a1e00f056f9848ad17517b430,2015-07,Essex Police,Essex Police,0.254456,51.498866,On or near NEW MALTINGS,E01015921,Thurrock 015A,Investigation complete; no suspect identified
7e082de58a9542ade0351f655f6edeb8e232e2fd7018273cb2e3bee5a554bcb8,2015-07,Essex Police,Essex Police,0.092373,51.766253,On or near LUTHER KING ROAD,E01021868,Harlow 007B,Investigation complete; no suspect identified
0aa007ed178ea89a58f5168b216ec81a89389af918796579793f2413e5574393,2015-07,Essex Police,Essex Police,0.353682,51.809314,On or near Sports/Recreation Area,E01022058,Uttlesford 008A,Investigation complete; no suspect identified
a7dcf213a95acf1a5e6f4eaf6aecff3c4d44baf6b25d63b5a47d94bfd7749192,2015-07,Essex Police,Essex Police,0.483387,51.702775,On or near RUSSETS,E01021555,Chelmsford 017D,Investigation complete; no suspect identified
e0497d6159087554b207e324f1fc354d34648b6bbbb3019942966f1b03693044,2015-07,Essex Police,Essex Police,0.447427,51.565755,On or near INGAWAY,E01021298,Basildon 017D,Investigation complete; no suspect identified
7e34694c12e20aa6e4694270a971264ed83b7e5dcff52aba6b17a6423ebcb19e,2015-07,Essex Police,Essex Police,0.292065,51.608535,On or near PASTORAL WAY,E01033063,Brentwood 007F,Investigation complete; no suspect identified
b4242a3b3830ace7956108529e9d15d233c9b19e93e13875e3997e266715eea2,2015-07,Essex Police,Essex Police,0.701444,51.556529,On or near A127,E01015866,Southend-on-Sea 002D,Investigation complete; no suspect identified
ceb87f6237d63d079d7e42b2c7b7d45aa3215527ba6a48501b662da0e2357d80,2015-07,Essex Police,Essex Police,0.498815,51.561866,On or near WATERVILLE DRIVE,E01021310,Basildon 022B,Investigation complete; no suspect identified
837ecec97f624522c161af5f6dccd6d6c9909cc04dcacc44e6d7f7c49dca92ef,2015-07,Essex Police,Essex Police,0.638927,51.944376,On or near Parking Area,E01021387,Braintree 004A,Investigation complete; no suspect identified
f549fdc289fea11e062bc42531d65a2a11f8719b08327d998b42c5c2f7663398,2015-07,Essex Police,Essex Police,0.689093,51.553827,On or near Hospital,E01015858,Southend-on-Sea 004B,Investigation complete; no suspect identified
7c0aeb7f8d6f0d39fdd1f290a44f0fdb04fcea6ae4c4659e10992b3cae4e237e,2015-07,Essex Police,Essex Police,0.910367,51.885911,On or near GEORGE WILLIAMS WAY,E01021686,Colchester 011D,Investigation complete; no suspect identified
d653ec15422eee93a52a234692d461a9733fd7581ec57cc715b361bd2520a299,2015-07,Essex Police,Essex Police,0.470297,51.878315,On or near Petrol Station,E01022088,Uttlesford 008E,Investigation complete; no suspect identified
8e1f4b3a8aa06897c60431f06b6990182e037b66e7a2489abb3aaf1af23d0b6b,2015-07,Essex Police,Essex Police,0.500728,51.746078,On or near Supermarket,E01021626,Chelmsford 007E,Investigation complete; no suspect identified
1a3b32435f051f7c392ee48ad618d0c12e2b66b9383e3d8e52567d0f91d60961,2015-07,Essex Police,Essex Police,0.102892,51.751210,On or near GLADDEN COURT,E01021861,Harlow 010E,Investigation complete; no suspect identified
84bceddfcc91f50f9a58a15e6fc37eeb41b1c219a834a6ecdefd5b9584202d32,2015-07,Essex Police,Essex Police,0.707966,51.540765,On or near Parking Area,E01015895,Southend-on-Sea 010A,Investigation complete; no suspect identified
74ebd1118a574acfdf0256317c5c38402668872d338eaf8b2c619f7c114afe44,2015-07,Essex Police,Essex Police,,,No location,,,Investigation complete; no suspect identified
917cacf14ce2614f1874f66a83b40b6a8340f3916dee6bcc92a50bd1c70a26e6,2015-07,Essex Police,Essex Police,0.069407,51.753054,On or near Pedestrian Subway,E01021865,Harlow 009E,Investigation complete; no suspect identified
da1c63578289c395bfd07af7d85351c666ee19f4c33e6d26094750b17e417714,2015-07,Essex Police,Essex Police,0.313189,51.479897,On or near HELLEBORINE,E01015955,Thurrock 016A,Investigation complete; no suspect identified
75df1284febd5b46e9378374bfe088fa4e424a2d58d63a448b8b23f33ef9bff8,2015-07,Essex Police,Essex Police,0.704330,51.536118,On or near CAMBRIDGE ROAD,E01015853,Southend-on-Sea 015C,Investigation complete; no suspect identified
c447b995a6b1debb1658d658f4cac5eb6d2df8334fd6ae073aa4763050aab2b5,2015-07,Essex Police,Essex Police,0.125834,51.706302,On or near THE PLAIN,E01021761,Epping Forest 005B,Investigation complete; no suspect identified
e505460397c7ea9c57fd216d2b226a7e3c29cebfcaff9fba7754edab140ad20b,2015-07,Essex Police,Essex Police,0.058181,51.648210,On or near Parking Area,E01021789,Epping Forest 012D,Investigation complete; no suspect identified
adfcfe0395cd00ec4ba7abcd7d50cf70dd1f733c448bfe6a257c382ff9a0837a,2015-07,Essex Police,Essex Police,0.523732,51.856137,On or near STANSTRETE FIELD,E01021386,Braintree 013E,Investigation complete; no suspect identified
8e6ebb9c389bf7476ba5946122219e735e149b182fc2ac3eb8955be53d561340,2015-07,Essex Police,Essex Police,0.465417,51.697290,On or near RUSSELL GARDENS,E01021552,Chelmsford 017A,Investigation complete; no suspect identified
8d89309cd979fbdcfa146cbddb01ffbcf060c255a92548e6d27783104f2b89ae,2015-07,Essex Police,Essex Police,0.463364,51.728764,On or near BRADFORD STREET,E01021582,Chelmsford 010D,Investigation complete; no suspect identified
4d90d46892318067febff7891bd6cdacd579b1680ab8f01da787549fc779b68b,2015-07,Essex Police,Essex Police,0.712493,51.536371,On or near WESTON ROAD,E01015852,Southend-on-Sea 015B,Investigation complete; no suspect identified
58aee5ccb6b5a59c18fbbb23af7df4fd36e6c433391862fe968524e85700cf42,2015-07,Essex Police,Essex Police,0.461228,51.569334,On or near Pedestrian Subway,E01021318,Basildon 015C,Investigation complete; no suspect identified
a7d16cb981a234ebf8bd1920bc275411ab2f87f2273f3a305fcca5e8ba8a1354,2015-07,Essex Police,Essex Police,0.517309,51.603568,On or near STEVENSON WAY,E01021342,Basildon 008B,Investigation complete; no suspect identified
36cfbcf3adb772aab1aa2859410be01fb134adcc6ba7a51e720545e8886c8ef0,2015-07,Essex Police,Essex Police,0.669777,51.564943,On or near SNAKES LANE,E01015864,Southend-on-Sea 002B,Investigation complete; no suspect identified
c696269b79443bab7632d2c55367ca3aaaba25b89d64e3369abbdb8d5dda1fa2,2015-07,Essex Police,Essex Police,0.056923,51.652989,On or near STEEDS WAY,E01021787,Epping Forest 012B,Investigation complete; no suspect identified
a5ceb40b61a16936110414ab234f46a65574524cdec0fafda7f17e81332f7852,2015-07,Essex Police,Essex Police,0.501040,51.575587,On or near PARK SIDE,E01021302,Basildon 013B,Investigation complete; no suspect identified
