Year,Quarter,MeasurementVar,MeasurementLevel,MeasurementType,Geography,HouseholdType,Sex,Age,CharacteristicVar,Characteristic,Estimate,StandardError,UnweightedCount
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,oa_sup11,Cosmopolitans,64.77201004,4.123608109,176
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,oa_sup11,Ethnicity central,55.00686768,4.787745351,147
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,oa_sup11,Hard-pressed living,53.48186447,2.431787056,516
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,oa_sup11,Multicultural metropolitans,55.57142584,2.970986751,354
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,oa_sup11,Rural residents,68.49148309,3.582250656,216
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,oa_sup11,Suburbanites,69.12160742,2.666543752,370
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,oa_sup11,Urbanites,63.26408005,2.781462534,408
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,pub3,Less than once a week,61.69766343,2.011195315,791
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,pub3,None,58.67001873,1.823063297,963
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,pub3,Once a week or more often,61.29108039,2.160752297,622
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,r10sec4a,Full-time students,63.45900326,1.916187303,819
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,r10sec4a,Intermediate occs,62.66268,3.277313417,262
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,r10sec4a,Managerial and professional occs,60.77624856,3.436683423,285
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,r10sec4a,Never worked and long term unemployed,54.02834425,4.119008693,204
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,r10sec4a,Not classified,72.42528164,16.32268453,9
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,r10sec4a,Routine and manual occs,56.76207714,2.040077788,798
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Economically inactive,62.82847573,1.978327462,799
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Economically inactive: long-term/temp sick/ill,59.60572187,8.497604397,45
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Economically inactive: looking after family/home,58.44910658,4.505696565,160
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Economically inactive: other,62.03295042,7.940030475,47
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Economically inactive: retired,100,1.15E-14,2
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Economically inactive: student,63.56759125,2.316933084,545
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Employed,60.25475226,1.539323604,1381
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Unemployed,51.48388379,4.055038702,194
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,rural3,Rural,68.35175098,2.610262799,386
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,rural3,Urban,59.10288218,1.28190439,1991
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,sex,Female,61.36517507,1.560236521,1281
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,sex,Male,59.40244713,1.67068668,1096
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,struct4,Children,58.86554561,2.197823594,639
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,struct4,Lone parent,55.23799154,4.267651032,175
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,struct4,No children,61.15772584,1.420677683,1563
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,tenharm,Owners,60.65880673,1.932414191,736
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,tenharm,Private rented sector,62.26845393,1.687329065,1125
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,tenharm,Renters,60.23840341,1.448781091,1599
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,tenharm,Social rented sector,54.74103981,2.689761052,474
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,Total,Total,60.36308865,1.160303876,2377
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,tothhin3,"10,000-19,999",58.25288709,3.095525347,378
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,tothhin3,"20,000-29,999",62.48746976,3.281098425,283
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,tothhin3,"30,000-39,999",54.56113312,3.831001306,210
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,tothhin3,"40,000-49,999",58.98034672,4.248321741,170
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,tothhin3,"50,000 or more",64.57350253,3.024806559,308
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,tothhin3,No income stated or not enough information provided,61.21027843,2.035159682,731
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,tothhin3,"Under 10,000",56.96647759,3.678611,297
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,weekday2,3-7 hours,61.72795371,2.083091272,711
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,weekday2,7 plus hrs,59.60576283,1.547857201,1375
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16-24,weekday2,Less than 3 hrs,60.71213007,3.340462255,288
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,accharm3,Detached house,63.41813596,0.651519632,8197
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,accharm3,Flats/maisonettes,62.32775455,0.914472739,4389
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,accharm3,House,61.83011008,0.401053447,27319
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,accharm3,Other accommodation,77.87685535,5.15423341,93
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,accharm3,Semi-detached house,61.68800633,0.619140586,9832
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,accharm3,Terraced house,60.68219309,0.632646527,9290
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,agegrp7,16-24,60.36308865,1.160303876,2377
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,agegrp7,25-34,62.19463033,0.84158088,4627
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,agegrp7,35-44,60.73601509,0.776329608,5179
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,agegrp7,45-54,60.32838806,0.779708314,5502
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,agegrp7,55-64,61.04186215,0.834900673,5193
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,agegrp7,65-74,64.5859975,0.776391599,5232
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,agegrp7,75+,66.68573384,0.869313325,4040
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,club3,1-3 times,61.71853686,1.344692337,1887
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,club3,4+ times,59.48740669,3.387480532,315
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,club3,None,61.97739114,0.382856466,29945
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,depremp3,20% least deprived,66.68976583,0.783266946,5931
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,depremp3,20% most deprived,56.52593151,0.793679826,5625
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,depremp3,Deciles 3 - 8,61.98236646,0.48951412,17951
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,educat3,Apprenticeship or A/AS level,61.02029004,0.805603438,5828
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,educat3,Degree or diploma,63.03658984,0.528491837,12195
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,educat3,None,63.25486586,0.72893232,6789
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,educat3,O level/GCSE,59.64002557,0.770118963,5929
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,educat3,Other,60.58864083,1.791712721,1328
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,gor,East Midlands,59.08139668,1.127481798,3031
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,gor,East of England,63.20335287,1.040506462,3852
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,gor,England,61.86854804,0.387865138,29507
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,gor,London,67.38201991,0.986961687,3176
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,gor,North East,64.44166789,1.195077528,2043
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,gor,North West,61.13040705,1.050758428,3727
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,gor,South East,62.75897514,0.953120649,4143
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,gor,South West,61.01238984,1.239750701,3612
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,gor,Wales,62.59838315,1.34804004,2643
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,gor,West Midlands,58.95818286,1.269091494,3047
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,gor,Yorkshire and The Humber,56.34597224,1.522022973,2876
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,illONS,Disability/illness ONS,58.05641715,0.675878291,8041
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,illONS,Limiting disability/illness,56.92522054,0.761333494,6312
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,illONS,No disability/illness,62.96117463,0.417638584,24038
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,illONS,Non-limiting disability/illness,61.85649582,1.407050347,1722
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,incivgrp,High,55.65184902,1.588059421,1420
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,incivgrp,Low,62.2719253,0.384181463,30379
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Cohabiting,60.80309971,0.976598591,3139
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Divorced/Legally dissolved partnership,61.08138492,1.038251279,2967
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Living as a couple,62.33038599,0.457590323,17619
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Married/civil partnered,62.69248139,0.494784808,14480
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Not living as a couple,61.32952019,0.55533059,14448
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Separated,60.97191266,1.872716134,991
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Single,60.48464581,0.762054723,7090
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Widowed,65.25544746,0.948925975,3400
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,nsethgrp,Asian/Asian British,63.99639302,1.417564654,1571
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,nsethgrp,Black/African/Caribbean/Black British,69.17750588,1.89858259,855
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,nsethgrp,Mixed/multiple ethnic groups,58.98869031,3.542019075,296
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,nsethgrp,Other ethnic group,64.57414687,3.621798905,231
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,nsethgrp,White,61.48848836,0.394618741,29162
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Constrained city dwellers,56.11127978,1.309303809,2203
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Cosmopolitans,64.12368515,1.795231842,1015
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Ethnicity central,64.37909859,1.560027417,1413
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Hard-pressed living,58.27556271,0.770302852,6412
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Multicultural metropolitans,60.79557534,0.983299119,3572
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Rural residents,63.37785286,0.945337948,4314
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Suburbanites,64.09752328,0.67661183,7096
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Urbanites,63.4827686,0.765630923,6125
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,pub3,Less than once a week,61.80021532,0.623041645,9630
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,pub3,None,62.53717096,0.482377227,16639
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,pub3,Once a week or more often,60.52665993,0.786632707,5873
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,r10sec4a,Full-time students,63.15181402,1.764002449,1024
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,r10sec4a,Intermediate occs,62.33239488,0.671329566,7378
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,r10sec4a,Managerial and professional occs,62.3274314,0.560452144,11041
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,r10sec4a,Never worked and long term unemployed,61.39270144,1.756471065,1204
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,r10sec4a,Not classified,55.62213473,4.172045811,189
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,r10sec4a,Routine and manual occs,61.13112084,0.600540807,11314
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Economically inactive,63.50163053,0.539991889,13353
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Economically inactive: long-term/temp sick/ill,58.21355531,1.569087771,1381
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Economically inactive: looking after family/home,62.8676242,1.435574429,1454
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Economically inactive: other,61.24223343,3.049036479,352
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Economically inactive: retired,64.65533904,0.604491936,9482
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Economically inactive: student,63.58882578,2.101971632,684
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Employed,61.32544692,0.464401493,18035
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Unemployed,55.14432939,2.246189019,743
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,rural3,Rural,63.59314634,0.755396729,7261
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,rural3,Urban,61.52339101,0.42139148,24889
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,sex,Female,63.04310452,0.467693092,17565
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,sex,Male,60.73580912,0.517457665,14585
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,struct4,Children,61.12365178,0.676671115,6729
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,struct4,Lone parent,59.53098722,1.291508993,1613
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,struct4,No children,62.30127723,0.436023865,23808
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,tenharm,Owners,61.9720239,0.437739333,20988
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,tenharm,Private rented sector,62.94910381,0.787640896,5784
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,tenharm,Renters,61.95207346,0.589036327,11031
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,tenharm,Social rented sector,60.51675573,0.844599329,5247
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,Total,Total,61.90836349,0.371144713,32150
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,tothhin3,"10,000-19,999",63.0886713,0.727574047,6548
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,tothhin3,"20,000-29,999",62.31188035,0.816860369,4894
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,tothhin3,"30,000-39,999",60.31692774,0.973980451,3658
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,tothhin3,"40,000-49,999",63.22556258,1.076009445,2611
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,tothhin3,"50,000 or more",62.92424379,0.758124199,5538
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,tothhin3,No income stated or not enough information provided,60.13227113,0.900650769,5164
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,tothhin3,"Under 10,000",61.15690626,1.024848073,3732
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,weekday2,3-7 hours,62.24982387,0.640962499,8859
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,weekday2,7 plus hrs,61.03351818,0.538815047,13497
2015,2,catt2,Person,Perception,England and Wales, ,All adults,16+,weekday2,Less than 3 hrs,63.25083613,0.611212321,9694
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,accharm3,Detached house,61.36248229,2.44338381,516
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,accharm3,Flats/maisonettes,64.58178384,1.796510643,981
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,accharm3,House,61.51808842,0.944577941,3600
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,accharm3,Other accommodation,100,0,1
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,accharm3,Semi-detached house,63.4054074,1.500166299,1275
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,accharm3,Terraced house,60.26391543,1.344122371,1809
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,agegrp7,25-34,62.19463033,0.84158088,4627
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,club3,1-3 times,63.80051091,2.185779249,706
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,club3,4+ times,58.20731022,7.39256151,65
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,club3,None,61.98061529,0.913718252,3855
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,depremp3,20% least deprived,70.25151479,2.013045398,665
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,depremp3,20% most deprived,56.07092859,1.726743602,1062
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,depremp3,Deciles 3 - 8,62.38946206,1.126948661,2583
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,educat3,Apprenticeship or A/AS level,61.85205673,1.818007352,936
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,educat3,Degree or diploma,63.50875218,1.164144675,2315
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,educat3,None,63.07875136,2.76995496,405
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,educat3,O level/GCSE,59.01804928,1.968917753,799
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,educat3,Other,56.39534842,4.844456872,165
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,gor,East Midlands,59.78212306,2.613348841,436
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,gor,East of England,63.90444012,2.404202468,566
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,gor,England,62.09115099,0.870993288,4310
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,gor,London,70.93030098,2.023888088,631
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,gor,North East,56.43181283,3.437634813,278
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,gor,North West,57.97563749,2.230367723,544
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,gor,South East,63.15383425,2.496621595,547
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,gor,South West,61.05469256,2.695479934,464
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,gor,Wales,64.26404105,2.94745848,317
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,gor,West Midlands,54.65620068,2.633409204,436
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,gor,Yorkshire and The Humber,56.73445033,3.014894171,408
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,illONS,Disability/illness ONS,52.03546951,2.600941855,520
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,illONS,Limiting disability/illness,48.84945579,3.107319837,382
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,illONS,No disability/illness,63.3804469,0.883813543,4100
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,illONS,Non-limiting disability/illness,60.06724121,4.737766299,138
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,incivgrp,High,58.23582134,3.309636919,313
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,incivgrp,Low,62.51274549,0.876043215,4270
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Cohabiting,63.40101247,1.587832074,1113
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Divorced/Legally dissolved partnership,64.20514397,6.591661596,67
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Living as a couple,62.23444522,1.028433385,2748
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Married/civil partnered,61.40667816,1.326889126,1635
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Not living as a couple,62.5168939,1.400053854,1867
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Separated,66.29963464,5.008198371,108
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Single,62.30492514,1.470705216,1683
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Widowed,71.73026964,14.2697864,9
2015,2,catt2,Person,Perception,England and Wales, ,All adults,25-34,nsethgrp,Asian/Asian British,64.91912589,2.661569605,420
